market,gate_p_min,odds_cap,n,win_rate,base_win,base_total
top_5,0.40,7,20,0.1500,0.0382,393
top_5,0.40,8,37,0.0811,0.0382,393
top_5,0.40,9,43,0.0698,0.0382,393
top_5,0.40,10,46,0.0652,0.0382,393
top_5,0.40,12,58,0.0690,0.0382,393
top_5,0.40,15,95,0.0632,0.0382,393
top_5,0.40,20,131,0.0687,0.0382,393
top_5,0.40,25,174,0.0632,0.0382,393
top_5,0.40,30,204,0.0588,0.0382,393
top_5,0.40,40,240,0.0542,0.0382,393
top_5,0.40,50,260,0.0538,0.0382,393
top_5,0.40,75,338,0.0444,0.0382,393
top_5,0.40,100,355,0.0423,0.0382,393
top_5,0.40,150,366,0.0410,0.0382,393
top_5,0.40,200,373,0.0402,0.0382,393
top_5,0.45,3,0,0.0000,0.0382,393
top_5,0.45,4,2,1.0000,0.0382,393
top_5,0.45,5,8,0.3750,0.0382,393
top_5,0.45,6,14,0.2143,0.0382,393
top_5,0.45,7,20,0.1500,0.0382,393
top_5,0.45,8,34,0.0882,0.0382,393
top_5,0.45,9,39,0.0769,0.0382,393
top_5,0.45,10,42,0.0714,0.0382,393
top_5,0.45,12,54,0.0741,0.0382,393
top_5,0.45,15,84,0.0714,0.0382,393
top_5,0.45,20,108,0.0833,0.0382,393
top_5,0.45,25,141,0.0780,0.0382,393
top_5,0.45,30,161,0.0745,0.0382,393
top_5,0.45,40,185,0.0703,0.0382,393
top_5,0.45,50,194,0.0722,0.0382,393
top_5,0.45,75,236,0.0636,0.0382,393
top_5,0.45,100,245,0.0612,0.0382,393
top_5,0.45,150,248,0.0605,0.0382,393
top_5,0.45,200,252,0.0595,0.0382,393
top_5,0.50,3,0,0.0000,0.0382,393
top_5,0.50,4,2,1.0000,0.0382,393
top_5,0.50,5,7,0.4286,0.0382,393
top_5,0.50,6,10,0.3000,0.0382,393
top_5,0.50,7,11,0.2727,0.0382,393
top_5,0.50,8,14,0.2143,0.0382,393
top_5,0.50,9,15,0.2000,0.0382,393
top_5,0.50,10,15,0.2000,0.0382,393
top_5,0.50,12,15,0.2000,0.0382,393
top_5,0.50,15,15,0.2000,0.0382,393
top_5,0.50,20,15,0.2000,0.0382,393
top_5,0.50,25,15,0.2000,0.0382,393
top_5,0.50,30,15,0.2000,0.0382,393
top_5,0.50,40,15,0.2000,0.0382,393
top_5,0.50,50,15,0.2000,0.0382,393
top_5,0.50,75,15,0.2000,0.0382,393
top_5,0.50,100,15,0.2000,0.0382,393
top_5,0.50,150,15,0.2000,0.0382,393
top_5,0.50,200,15,0.2000,0.0382,393
