"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Performance Notes","DG ID","Player Name","Finish Position","Model Rank","SG Total (Actual)","SG Total (Model)","Driving Distance (Actual)","Driving Distance (Model)","Driving Accuracy (Actual)","Driving Accuracy (Model)","SG T2G (Actual)","SG T2G (Model)","SG Approach (Actual)","SG Approach (Model)","SG Around Green (Actual)","SG Around Green (Model)","SG OTT (Actual)","SG OTT (Model)","SG Putting (Actual)","SG Putting (Model)","Greens in Regulation (Actual)","Greens in Regulation (Model)","Scrambling (Actual)","Scrambling (Model)","Great Shots (Actual)","Great Shots (Model)","Poor Shots (Actual)","Poor Shots (Model)","Scoring Average (Actual)","Scoring Average (Model)","Fairway Proximity (Actual)","Fairway Proximity (Model)","Rough Proximity (Actual)","Rough Proximity (Model)","Approach <100 GIR (Actual)","Approach <100 GIR (Model)","Approach <100 SG (Actual)","Approach <100 SG (Model)","Approach <100 Prox (Actual)","Approach <100 Prox (Model)","Approach <150 FW GIR (Actual)","Approach <150 FW GIR (Model)","Approach <150 FW SG (Actual)","Approach <150 FW SG (Model)","Approach <150 FW Prox (Actual)","Approach <150 FW Prox (Model)","Approach <150 Rough GIR (Actual)","Approach <150 Rough GIR (Model)","Approach <150 Rough SG (Actual)","Approach <150 Rough SG (Model)","Approach <150 Rough Prox (Actual)","Approach <150 Rough Prox (Model)","Approach >150 Rough GIR (Actual)","Approach >150 Rough GIR (Model)","Approach >150 Rough SG (Actual)","Approach >150 Rough SG (Model)","Approach >150 Rough Prox (Actual)","Approach >150 Rough Prox (Model)","Approach <200 FW GIR (Actual)","Approach <200 FW GIR (Model)","Approach <200 FW SG (Actual)","Approach <200 FW SG (Model)","Approach <200 FW Prox (Actual)","Approach <200 FW Prox (Model)","Approach >200 FW GIR (Actual)","Approach >200 FW GIR (Model)","Approach >200 FW SG (Actual)","Approach >200 FW SG (Model)","Approach >200 FW Prox (Actual)","Approach >200 FW Prox (Model)"
"⚠️ Missed model by 20 | ⚠️ Driving Distance missed model (-1.46) | ⚠️ Fairway Proximity missed model (0.43) | ✅ SG Total beat model (0.280) | ✅ SG T2G beat model (0.149) | Δ Approach ↑ curr over 200 fw","14609","Kim, Si Woo",50,30,"0.163","-0.117","286.600","288.058","71.43%","70.22%","0.021","-0.128","-0.963","-0.831","0.381","0.235","0.603","0.467","0.142","0.011","56.95%","58.96%","67.50%","64.18%","3.500","3.746","4.250","4.273","72.250","72.475","29.544","29.112","63.799","63.781","75.37%","87.80%","-0.183","0.180","22.636","16.546","60.75%","76.90%","-0.212","0.162","25.500","19.125","10.17%","47.50%","-0.288","0.000","64.939","34.843","35.00%","43.20%","0.063","1.134","42.833","60.531","71.28%","73.90%","0.078","1.764","23.170","24.662","66.32%","54.70%","0.149","2.088","36.526","34.177"
"⚠️ Rough Proximity missed model (2.25) | ⚠️ Driving Distance missed model (-1.12) | ✅ Fairway Proximity beat model (-0.85) | ✅ SG Approach beat model (0.183) | Δ Approach ↑ prev over 150 rgh","19846","Bauchou, Zach",50,48,"0.163","0.145","288.025","289.144","60.70%","60.92%","0.422","0.249","0.200","0.017","-0.115","-0.054","0.337","0.286","-0.259","-0.104","63.90%","63.81%","69.10%","69.68%","3.000","3.168","3.750","3.681","72.250","72.213","30.119","30.966","62.491","60.245","77.78%","81.10%","-0.064","-0.378","17.084","19.293","86.99%","89.10%","-0.061","0.558","20.100","20.179","51.00%","57.00%","0.029","-1.206","32.308","38.788","8.97%","40.40%","-0.063","1.188","49.184","51.591","73.56%","67.20%","0.153","0.378","23.103","31.771","40.99%","59.80%","0.006","1.170","37.133","41.394"
"✅ Beat model by 15 | ✅ Rough Proximity beat model (-17.22) | ⚠️ Fairway Proximity missed model (2.92) | ⚠️ Driving Distance missed model (-1.18) | ⚠️ SG Approach missed model (-0.173) | Δ Approach ↓ prev 100 150 fw","21554","Poston, J.T.",50,65,"0.163","0.256","288.800","289.978","67.85%","70.25%","-0.665","-0.544","-0.869","-0.696","-0.236","-0.336","0.440","0.488","0.828","0.800","59.75%","61.84%","51.60%","70.58%","3.000","3.218","4.500","4.378","72.250","72.102","34.693","31.771","51.771","68.992","79.63%","68.70%","-0.077","-1.170","23.212","20.607","69.42%","72.80%","-0.093","-2.160","26.104","26.145","79.70%","70.70%","0.037","1.206","25.061","36.323","41.06%","30.80%","-0.012","-0.792","67.012","66.531","65.68%","74.50%","-0.008","0.108","31.717","29.791","37.87%","39.50%","0.016","-0.306","43.240","45.178"
"✅ Beat model by 19 | ✅ Rough Proximity beat model (-2.86) | ⚠️ Driving Distance missed model (-0.61) | ✅ SG Total beat model (0.481) | ⚠️ Fairway Proximity missed model (0.34) | Δ Approach ↓ prev under 150 rgh","21944","Moore, Taylor",50,69,"0.163","-0.317","291.625","292.233","58.93%","57.33%","0.248","-0.031","0.110","0.082","-0.270","-0.485","0.408","0.372","-0.085","-0.287","58.35%","58.60%","63.78%","61.07%","4.000","3.661","4.750","4.911","72.250","72.675","30.386","30.045","74.695","77.559","100.00%","86.30%","0.531","0.666","6.043","16.398","72.80%","67.30%","-0.018","-0.954","22.440","23.295","60.90%","45.30%","0.043","-0.576","48.556","44.526","31.34%","34.40%","-0.141","0.288","89.305","67.885","62.37%","69.70%","0.039","-0.288","26.384","30.784","52.60%","47.40%","0.127","0.198","36.989","45.013"
"✅ Beat model by 20 | ✅ Rough Proximity beat model (-7.79) | ⚠️ Driving Distance missed model (-1.28) | ✅ SG Approach beat model (0.448) | ✅ SG Total beat model (0.368) | Δ Approach ↓ curr 50 100 fw","13872","Bradley, Keegan",50,70,"0.163","-0.205","292.250","293.533","58.93%","59.20%","-1.132","-1.444","-0.747","-1.195","0.042","0.032","-0.427","-0.281","1.295","1.239","59.73%","58.90%","62.15%","64.83%","3.750","3.237","4.750","4.587","72.250","72.562","34.663","34.323","56.473","64.267","60.60%","72.30%","-0.107","-1.656","16.584","20.856","84.58%","88.20%","-0.006","0.180","19.065","20.785","65.84%","59.40%","0.098","0.090","29.987","34.167","6.33%","30.60%","-0.458","-1.062","86.134","64.476","67.52%","63.50%","-0.018","-0.720","32.552","33.173","51.82%","42.70%","0.022","-0.432","55.558","45.727"
"✅ Beat model by 21 | ⚠️ Driving Distance missed model (-1.42) | ✅ Rough Proximity beat model (-1.16) | ✅ SG T2G beat model (0.318) | ✅ SG Total beat model (0.310) | Δ Approach ↓ prev under 150 rgh","23505","McGreevy, Max",50,71,"0.163","-0.147","285.175","286.598","64.27%","62.71%","0.035","-0.284","0.311","0.017","-1.007","-0.910","0.730","0.609","0.129","0.137","61.13%","59.33%","49.68%","49.77%","4.250","4.199","4.250","4.058","72.250","72.505","37.893","38.084","48.093","49.251","100.00%","95.10%","-0.180","0.198","24.781","17.340","74.10%","82.80%","0.040","0.126","22.066","20.843","48.30%","48.30%","-0.130","-2.340","55.133","52.389","39.52%","44.40%","0.099","0.900","34.526","56.697","55.17%","64.00%","-0.063","0.090","34.636","30.406","50.20%","52.80%","-0.094","1.350","47.299","41.377"
"⚠️ Missed model by 23 | ✅ Rough Proximity beat model (-2.63) | ⚠️ Driving Distance missed model (-1.50) | ✅ SG T2G beat model (0.700) | ✅ SG Total beat model (0.612) | Δ Approach ↑ prev under 150 rgh","27774","Gotterup, Chris",56,33,"-0.087","-0.698","296.075","297.574","37.52%","36.80%","-0.143","-0.844","0.366","0.003","-0.345","-0.633","-0.164","-0.213","0.056","0.145","58.33%","56.26%","60.77%","56.86%","5.000","4.725","3.500","3.669","72.500","73.056","31.518","30.959","57.414","60.045","100.00%","89.90%","0.342","1.134","5.773","14.341","82.39%","79.00%","0.006","0.108","21.865","20.535","67.17%","66.00%","0.020","2.412","32.681","29.372","16.57%","21.10%","-0.102","-0.414","78.546","65.105","62.63%","69.70%","-0.039","0.450","35.837","29.444","47.25%","49.90%","-0.020","-0.450","38.957","47.198"
"⚠️ Missed model by 14 | ✅ Rough Proximity beat model (-2.13) | ⚠️ Driving Distance missed model (-1.27) | ✅ Fairway Proximity beat model (-0.38) | ✅ SG T2G beat model (0.383) | Δ Approach ↑ curr 150 200 fw","6430","Scott, Adam",56,42,"-0.087","-0.419","292.350","293.621","42.88%","41.34%","0.498","0.115","1.515","1.277","-0.013","-0.096","-1.004","-1.067","-0.584","-0.534","62.50%","59.31%","68.75%","65.58%","4.500","4.760","5.250","5.427","72.500","72.777","23.652","24.037","50.935","53.062","52.17%","80.00%","0.106","0.774","12.972","14.851","95.56%","85.00%","0.070","0.054","16.264","19.782","47.10%","53.10%","-0.037","-0.378","40.569","38.287","23.26%","25.70%","0.120","0.576","45.187","60.231","77.59%","69.10%","0.189","1.494","20.932","26.271","76.00%","56.50%","0.093","1.008","37.364","37.829"
"≈ Near model (-5) | ⚠️ Driving Distance missed model (-0.92) | ⚠️ Fairway Proximity missed model (0.49) | ✅ Rough Proximity beat model (-0.37) | ✅ SG Total beat model (0.355) | Δ Approach ↓ prev over 150 rgh","25569","Stevens, Sam",58,53,"-0.337","-0.692","298.300","299.216","71.40%","70.96%","1.038","0.852","0.718","0.796","-0.707","-0.780","1.027","0.837","-1.375","-1.544","75.00%","74.23%","45.40%","47.72%","3.750","3.758","2.750","2.758","72.750","73.050","26.473","25.979","69.535","69.908","81.67%","88.20%","-0.114","0.558","19.696","16.751","99.00%","84.70%","0.087","-0.072","20.340","21.597","93.63%","56.30%","0.192","0.270","20.703","35.198","39.62%","35.30%","-0.030","-1.062","67.710","65.996","73.97%","70.50%","0.106","0.792","23.598","29.723","64.40%","44.00%","0.190","0.396","30.816","45.897"
"✅ Rough Proximity beat model (-1.22) | ✅ SG Total beat model (1.100) | ⚠️ Driving Distance missed model (-0.93) | ✅ SG T2G beat model (0.883) | Δ Approach ↓ curr over 200 fw","9771","Day, Jason",59,60,"-0.587","-1.686","292.625","293.556","55.35%","53.23%","0.065","-0.818","-0.999","-1.328","0.854","0.497","0.211","0.013","-0.652","-0.869","59.73%","57.37%","73.75%","72.36%","3.500","3.838","4.000","4.584","73.000","74.044","31.799","31.360","42.289","43.506","100.00%","90.60%","0.144","0.162","13.820","15.284","77.70%","80.10%","-0.128","-0.432","19.284","20.852","67.60%","68.20%","0.047","0.738","32.047","32.823","55.58%","43.20%","0.361","0.846","28.889","57.409","58.04%","70.10%","-0.121","-0.432","34.046","31.270","26.65%","36.40%","-0.127","-1.818","50.596","51.974"
"✅ Beat model by 21 | ✅ Rough Proximity beat model (-0.44) | ⚠️ Driving Distance missed model (-0.41) | ✅ SG OTT beat model (0.307) | ✅ SG T2G beat model (0.252) | Δ Approach ↓ prev 150 200 fw","18424","Roy, Kevin",59,80,"-0.587","-0.703","288.425","288.838","57.12%","56.03%","0.210","-0.042","0.595","0.577","0.102","0.174","-0.487","-0.794","-0.797","-0.661","66.65%","66.82%","54.48%","52.84%","2.500","2.545","4.250","4.441","73.000","73.061","32.335","32.228","67.353","67.792","88.04%","80.90%","-0.015","0.252","20.001","17.901","82.81%","75.10%","0.004","-0.450","24.742","24.053","74.50%","70.50%","0.041","-0.198","27.577","32.217","46.10%","37.70%","0.144","1.026","65.927","59.415","84.65%","69.80%","0.038","-1.008","29.242","32.442","42.44%","43.80%","-0.031","-0.378","37.900","43.326"
"✅ Beat model by 31 | ✅ Rough Proximity beat model (-15.12) | ✅ Fairway Proximity beat model (-1.27) | ✅ SG Total beat model (1.129) | ⚠️ Driving Distance missed model (-0.69) | Δ Approach ↓ curr over 150 rgh","25157","Hodges, Lee",59,90,"-0.587","-1.716","287.900","288.590","71.42%","71.75%","-1.397","-1.902","-0.933","-1.299","-1.057","-1.213","0.594","0.610","0.810","0.186","59.73%","59.00%","67.85%","63.48%","4.000","3.786","3.500","3.992","73.000","74.074","30.962","32.233","44.151","59.272","77.65%","78.20%","-0.092","-1.242","22.293","19.271","76.15%","87.70%","-0.043","0.180","21.901","20.186","15.50%","44.40%","-0.473","-2.268","48.128","43.956","0.00%","8.40%","-0.266","-3.204","64.239","69.943","78.06%","75.20%","0.035","0.468","29.929","30.986","59.64%","51.20%","0.088","0.450","40.064","46.827"
"≈ Near model (-8) | ⚠️ Driving Distance missed model (-2.01) | ⚠️ Rough Proximity missed model (1.33) | ⚠️ Fairway Proximity missed model (0.48) | ⚠️ SG T2G missed model (-0.399) | Δ Approach ↓ curr 100 150 fw","23504","Hoey, Rico",62,54,"-0.837","-0.649","292.325","294.332","66.07%","70.19%","-1.738","-1.340","-0.477","-0.626","-1.811","-1.585","0.549","0.871","0.902","0.690","52.77%","53.05%","56.43%","58.69%","4.000","3.832","5.500","5.069","73.250","73.007","34.641","34.158","49.345","48.013","100.00%","93.00%","-0.230","-0.450","30.161","17.132","52.34%","72.20%","-0.292","-2.034","28.708","24.989","62.82%","61.00%","-0.032","0.576","31.007","31.239","11.48%","29.20%","0.087","0.018","46.638","54.149","68.16%","64.70%","0.142","0.684","26.972","29.548","69.03%","57.30%","0.149","1.674","35.761","39.112"
"≈ Near model (-5) | ✅ Rough Proximity beat model (-4.93) | ⚠️ Driving Distance missed model (-0.87) | ⚠️ Fairway Proximity missed model (0.33) | ✅ SG OTT beat model (0.207) | Δ Approach ↑ prev under 150 rgh","25003","Walker, Danny",62,57,"-0.837","-0.699","292.775","293.642","42.85%","40.67%","-1.122","-1.017","-0.454","-0.311","0.250","0.419","-0.918","-1.125","0.285","0.318","61.15%","61.32%","66.27%","65.61%","2.750","2.821","3.750","3.602","73.250","73.057","30.941","30.615","76.505","81.438","91.15%","85.90%","0.000","-0.216","16.300","17.813","89.05%","76.30%","0.123","0.900","19.766","23.079","32.97%","55.80%","-0.180","0.090","60.329","41.403","54.75%","33.50%","0.067","-0.090","64.614","60.275","69.72%","58.70%","-0.002","-0.378","31.600","32.447","34.81%","47.30%","-0.034","-1.224","38.224","43.178"
"✅ Beat model by 12 | ⚠️ Fairway Proximity missed model (2.55) | ⚠️ Rough Proximity missed model (1.23) | ⚠️ SG Approach missed model (-0.542) | ⚠️ Driving Distance missed model (-0.50) | Δ Approach ↓ prev over 200 fw","16394","Jaeger, Stephan",62,74,"-0.837","-1.208","296.575","297.074","53.57%","51.91%","-1.749","-1.873","-1.380","-0.839","-0.109","-0.404","-0.260","-0.631","0.913","0.665","48.60%","50.00%","61.75%","61.40%","3.750","3.602","4.500","4.838","73.250","73.566","37.159","34.605","68.788","67.562","40.80%","83.10%","-0.468","-0.972","42.157","20.818","77.73%","76.40%","-0.101","-1.008","25.775","26.234","47.47%","55.30%","0.002","-0.072","33.722","34.253","14.22%","22.50%","-0.166","-0.972","74.659","63.985","55.81%","70.20%","-0.056","0.504","30.338","29.813","48.67%","47.40%","0.088","-0.756","40.840","47.146"
"✅ Beat model by 20 | ⚠️ Rough Proximity missed model (1.21) | ⚠️ Driving Distance missed model (-1.05) | ⚠️ Fairway Proximity missed model (0.50) | ⚠️ SG Putting missed model (-0.165) | Δ Approach ↓ prev under 150 rgh","26657","Fisk, Steven",62,82,"-0.837","-0.743","290.850","291.901","58.93%","59.55%","-1.085","-1.156","-0.762","-0.692","-0.200","-0.197","-0.122","-0.268","0.248","0.413","62.50%","62.03%","65.15%","67.44%","2.250","2.182","3.250","3.578","73.250","73.101","32.768","32.266","52.073","50.866","30.03%","67.90%","-0.378","-1.602","34.148","21.765","85.66%","80.40%","-0.029","-0.270","20.885","22.106","82.99%","57.00%","0.192","-0.792","23.100","43.036","4.10%","35.60%","-0.277","-1.206","88.080","65.635","66.22%","64.90%","-0.009","-0.162","30.374","31.826","40.58%","45.90%","-0.149","0.198","37.923","40.029"
"⚠️ Missed model by 34 | ✅ Rough Proximity beat model (-15.92) | ⚠️ Driving Distance missed model (-0.71) | ✅ Fairway Proximity beat model (-0.44) | ✅ SG T2G beat model (0.350) | Δ Approach ↑ curr under 150 rgh","17606","Berger, Daniel",66,32,"-1.087","-1.234","286.350","287.061","62.50%","59.94%","-1.243","-1.593","0.705","0.753","-1.798","-2.059","-0.149","-0.287","0.156","0.359","55.55%","55.28%","50.00%","47.32%","4.000","4.077","5.750","6.002","73.500","73.592","29.792","30.231","41.162","57.084","83.10%","90.80%","-0.093","0.594","17.372","14.593","88.26%","86.50%","0.182","1.062","15.846","19.847","90.30%","73.30%","0.397","2.826","0.148","27.748","29.53%","47.60%","0.007","0.558","67.371","65.635","63.12%","71.70%","-0.032","0.756","32.611","27.664","45.91%","53.90%","0.054","1.458","36.373","38.459"
"≈ Near model (+6) | ✅ Fairway Proximity beat model (-1.82) | ⚠️ Driving Distance missed model (-0.62) | ✅ SG Approach beat model (0.537) | ✅ SG T2G beat model (0.521) | Δ Approach ↑ curr under 150 rgh","22833","Echavarria, Nico",66,72,"-1.087","-1.510","280.600","281.220","62.50%","62.77%","-1.000","-1.521","0.199","-0.338","-0.324","-0.350","-0.875","-0.833","-0.087","0.011","61.13%","58.23%","61.75%","63.31%","3.500","3.424","4.750","4.788","73.500","73.868","33.450","35.272","66.895","67.288","88.06%","87.70%","-0.053","0.144","18.460","17.149","69.18%","74.80%","-0.046","-0.558","23.496","20.766","73.50%","72.40%","0.231","1.890","20.074","29.534","48.24%","40.80%","-0.237","-0.090","70.926","57.337","82.78%","70.30%","0.068","0.468","29.688","28.081","50.16%","46.90%","0.073","0.144","56.303","50.701"
"✅ Beat model by 23 | ✅ Fairway Proximity beat model (-1.85) | ✅ Rough Proximity beat model (-0.63) | ⚠️ Driving Distance missed model (-0.43) | ⚠️ SG Putting missed model (-0.217) | Δ Approach ↓ prev 50 100 fw","21407","Reitan, Kristoffer",66,89,"-1.087","-1.016","290.475","290.908","62.50%","61.58%","-1.225","-1.372","-1.586","-1.726","-0.104","0.072","0.466","0.283","0.138","0.356","56.95%","57.17%","62.25%","61.20%","3.500","4.052","4.750","4.848","73.500","73.374","38.666","40.521","63.633","64.267","100.00%","70.20%","0.144","-2.844","9.404","21.849","80.82%","77.40%","-0.129","-0.954","25.706","23.840","20.10%","53.70%","-0.199","-0.036","50.724","38.247","39.26%","38.90%","-0.009","0.234","55.597","69.698","76.70%","71.70%","0.001","-0.702","29.511","32.051","36.67%","39.50%","-0.177","-1.656","57.174","46.963"
"⚠️ Fairway Proximity missed model (1.14) | ✅ Driving Distance beat model (0.79) | ✅ Rough Proximity beat model (-0.79) | ✅ SG OTT beat model (0.576) | Δ Approach ↑ curr 50 100 fw","29197","Brennan, Michael",69,68,"-1.337","-1.739","298.150","297.356","58.93%","56.66%","-0.424","-0.786","0.620","0.720","-0.539","-0.424","-0.505","-1.082","-0.913","-0.953","56.95%","55.79%","50.00%","50.26%","4.250","4.239","6.500","6.978","73.750","74.097","31.854","30.709","65.467","66.261","100.00%","86.20%","0.417","2.484","5.382","13.039","92.75%","82.30%","-0.032","0.180","25.965","22.960","41.30%","59.70%","-0.232","-0.504","53.363","39.727","31.50%","27.90%","0.085","1.368","33.666","49.925","48.83%","53.60%","-0.026","-0.846","33.188","33.411","44.49%","40.60%","0.088","0.540","35.363","37.630"
"✅ Beat model by 26 | ⚠️ Rough Proximity missed model (1.15) | ⚠️ Driving Distance missed model (-0.91) | ✅ SG Total beat model (0.763) | ✅ SG T2G beat model (0.437) | Δ Approach ↓ curr under 150 rgh","11676","Finau, Tony",70,96,"-1.587","-2.350","290.550","291.456","50.02%","48.62%","-0.975","-1.413","-0.496","-0.617","-0.031","-0.143","-0.447","-0.653","-0.611","-0.938","58.35%","56.30%","61.60%","60.98%","3.750","3.127","6.750","7.325","74.000","74.708","29.471","29.473","53.852","52.703","71.35%","85.70%","-0.046","-0.378","26.086","18.656","81.29%","74.60%","-0.043","-1.278","21.170","24.487","46.08%","46.80%","-0.376","-1.800","41.393","43.923","43.50%","39.40%","0.120","0.108","47.319","58.225","67.90%","68.90%","0.014","0.558","27.788","28.956","47.96%","40.40%","-0.009","0.450","39.183","41.871"
"✅ Beat model by 31 | ⚠️ Rough Proximity missed model (3.96) | ⚠️ Driving Distance missed model (-0.87) | ✅ SG Putting beat model (0.411) | ✅ SG Total beat model (0.331) | Δ Approach ↓ 50 100 fw","10104","Power, Seamus",70,101,"-1.587","-1.917","285.625","286.496","58.95%","61.44%","-0.482","-0.402","-0.270","-0.275","-0.177","-0.210","-0.035","0.083","-1.104","-1.516","65.27%","66.17%","58.95%","57.65%","2.000","1.798","5.500","5.881","74.000","74.275","34.143","34.323","48.356","44.398","1.90%","65.50%","-0.421","-1.854","31.840","20.269","98.78%","80.40%","0.108","0.270","17.991","21.783","57.50%","62.40%","-0.157","0.144","39.181","37.260","42.50%","34.70%","0.002","-1.062","53.027","73.173","67.50%","72.40%","-0.093","-0.216","34.687","33.213","45.23%","52.00%","0.113","1.224","35.634","38.660"
"✅ Beat model by 32 | ⚠️ Rough Proximity missed model (3.15) | ✅ Fairway Proximity beat model (-1.10) | ✅ Driving Distance beat model (0.43) | ✅ SG Total beat model (0.377) | Δ Approach ↓ prev 50 100 fw","27819","Castillo, Ricky",70,102,"-1.587","-1.964","292.450","292.022","57.13%","56.36%","-1.004","-1.334","0.045","-0.148","-0.739","-0.803","-0.310","-0.384","-0.583","-0.629","59.75%","58.50%","43.53%","43.88%","3.000","3.017","4.750","4.633","74.000","74.322","36.716","37.813","49.709","46.560","83.14%","67.50%","0.012","-1.674","16.503","18.961","77.24%","82.80%","-0.049","-0.342","27.416","23.994","65.04%","49.90%","0.048","0.234","30.416","34.718","40.86%","34.70%","0.051","0.720","59.424","56.988","69.54%","68.40%","-0.021","-0.180","34.460","32.475","20.13%","40.40%","-0.175","-1.134","57.690","54.069"
"✅ Beat model by 39 | ✅ Fairway Proximity beat model (-2.10) | ⚠️ Driving Distance missed model (-1.26) | ✅ Rough Proximity beat model (-0.41) | ✅ SG Approach beat model (0.179) | Δ Approach ↓ curr over 200 fw","19729","Kanaya, Takumi",73,112,"-2.087","-2.260","275.550","276.805","66.07%","64.82%","-1.752","-1.878","-1.084","-1.263","-0.231","-0.264","-0.438","-0.352","-0.334","-0.382","56.95%","59.22%","64.20%","59.25%","2.000","1.785","4.750","4.693","74.500","74.618","39.671","41.774","56.001","56.416","100.00%","83.90%","-0.153","-0.306","19.836","17.139","83.40%","77.40%","-0.017","-0.720","20.915","22.666","53.10%","54.30%","-0.057","0.018","53.781","34.773","26.96%","30.20%","-0.258","-0.558","36.706","58.787","60.78%","59.10%","0.001","-0.882","30.985","37.195","27.15%","27.80%","-0.165","-2.502","65.786","60.523"
"⚠️ Missed model by 52 | ✅ Rough Proximity beat model (-1.40) | ⚠️ Driving Distance missed model (-0.65) | ✅ Fairway Proximity beat model (-0.17) | ⚠️ SG OTT missed model (-0.157) | Δ Approach ↑ prev under 150 rgh","19396","Knapp, Jake",74,22,"-0.742","-0.602","282.050","282.703","57.10%","57.10%","-3.899","-3.786","-2.391","-2.425","-0.573","-0.583","-0.935","-0.779","3.157","3.185","38.85%","38.16%","73.00%","73.04%","3.000","3.000","4.000","4.000","73.500","73.313","34.630","34.803","77.415","78.818","100.00%","93.70%","0.054","1.260","10.976","14.792","66.50%","73.50%","-0.113","-0.414","27.176","23.506","26.26%","64.10%","-0.171","1.404","38.104","30.613","19.15%","36.70%","-0.066","0.108","84.448","60.372","61.75%","60.90%","-0.109","-0.738","41.286","33.364","36.20%","51.50%","-0.047","1.296","25.275","38.960"
"⚠️ Missed model by 33 | ⚠️ Rough Proximity missed model (3.45) | ⚠️ Driving Distance missed model (-0.35) | ⚠️ SG Around Green missed model (-0.259) | ⚠️ SG T2G missed model (-0.207) | Δ Approach ↑ curr over 200 fw","16757","Dou, Zecheng",74,41,"-2.242","-2.164","290.150","290.504","53.55%","53.99%","-1.772","-1.564","-0.821","-0.858","0.134","0.393","-1.085","-1.099","-0.470","-0.600","47.25%","48.29%","64.60%","64.34%","6.500","6.687","6.500","6.687","75.000","74.876","29.574","29.780","81.040","77.593","100.00%","78.00%","-0.025","1.386","15.073","13.894","97.30%","84.30%","0.091","1.512","14.836","17.683","53.35%","46.60%","-0.410","-1.710","62.476","44.993","27.90%","37.10%","-0.038","0.414","80.733","62.333","66.75%","78.30%","-0.128","1.098","37.349","29.432","77.50%","66.40%","0.133","2.070","37.068","40.962"
"⚠️ Missed model by 30 | ⚠️ Rough Proximity missed model (2.48) | ⚠️ Driving Distance missed model (-0.28) | ✅ Fairway Proximity beat model (-0.24) | ⚠️ SG Total missed model (-0.140) | Δ Approach ↑ prev over 200 fw","23838","Hojgaard, Rasmus",74,44,"-0.742","-0.602","290.850","291.130","50.00%","51.78%","0.546","0.658","0.133","0.158","0.515","0.503","-0.102","-0.004","-1.288","-1.260","58.35%","58.01%","75.00%","75.00%","4.500","4.438","5.000","5.000","73.500","73.313","27.761","27.997","69.422","66.945","100.00%","89.60%","0.023","0.648","14.226","14.527","89.41%","87.00%","0.029","0.522","23.411","21.093","76.83%","57.00%","0.117","-0.342","24.649","40.442","25.76%","38.00%","-0.094","-0.216","101.017","56.681","46.48%","70.00%","0.009","0.360","31.230","33.884","55.95%","67.20%","0.059","2.556","30.096","35.759"
"⚠️ Missed model by 27 | ✅ Rough Proximity beat model (-1.38) | ⚠️ Fairway Proximity missed model (0.39) | ⚠️ Driving Distance missed model (-0.25) | ⚠️ SG T2G missed model (-0.226) | Δ Approach ↑ prev over 150 rgh","32457","Keefer, Johnny",74,47,"-1.242","-1.040","288.400","288.649","53.60%","52.27%","0.263","0.489","-0.868","-0.676","0.671","0.723","0.460","0.442","-1.505","-1.528","50.00%","50.70%","64.15%","63.09%","4.500","4.438","6.000","5.751","74.000","73.751","34.874","34.481","47.345","48.729","77.10%","94.70%","-0.082","1.296","25.070","14.851","63.92%","81.70%","-0.179","0.234","21.102","19.104","65.73%","63.60%","0.153","-0.126","18.021","41.498","32.50%","48.70%","0.048","2.898","36.519","57.228","71.83%","74.40%","-0.041","0.180","38.194","30.793","35.23%","52.50%","-0.133","0.054","56.146","41.938"
"⚠️ Missed model by 24 | ✅ Rough Proximity beat model (-2.06) | ✅ Fairway Proximity beat model (-0.56) | ⚠️ SG Total missed model (-0.140) | ⚠️ SG OTT missed model (-0.111) | Δ Approach ↑ prev 50 100 fw","13900","Lowry, Shane",74,50,"-1.742","-1.602","286.750","286.657","64.30%","64.30%","-1.527","-1.453","0.001","-0.021","-1.486","-1.500","-0.042","0.069","-0.214","-0.148","61.10%","61.10%","52.25%","52.53%","3.000","3.124","3.000","2.751","74.500","74.313","30.080","30.643","44.691","46.748","100.00%","95.90%","-0.017","1.728","15.183","12.637","75.41%","80.10%","0.008","0.738","22.003","20.703","85.80%","64.20%","0.630","2.124","-7.378","30.470","11.00%","36.90%","-0.148","0.486","44.105","64.342","56.50%","64.10%","-0.148","-0.468","23.226","31.958","71.72%","58.40%","0.046","0.954","43.223","38.398"
