
Tournament: AT&T - Pebble Beach (2026),Last updated: 2026-02-19T02:22:22.149Z
Course: Spyglass Hill Golf Course,Found 80 players from historical_csv
Data Date: 2026-02-23T18:01:30.252Z
DG ID,Player Name,Finish Position,SG Total Z,SG Total Z Adj,Driving Distance Z,Driving Distance Z Adj,Driving Accuracy Z,Driving Accuracy Z Adj,SG T2G Z,SG T2G Z Adj,SG Approach Z,SG Approach Z Adj,SG Around Green Z,SG Around Green Z Adj,SG OTT Z,SG OTT Z Adj,SG Putting Z,SG Putting Z Adj,Greens in Regulation Z,Greens in Regulation Z Adj,Fairway Proximity Z,Fairway Proximity Z Adj,Rough Proximity Z,Rough Proximity Z Adj
"16394","Jaeger, Stephan","T67",-1.045036,-1.045036,0.591111,0.591111,-1.358339,-1.358339,-1.2593,-1.2593,-1.569861,-1.569861,-0.059825,-0.059825,-0.291026,-0.291026,-0.185196,-0.185196,-1.275837,-1.275837,1.072129,-1.072129,1.476756,-1.476756
"28635","McCarty, Matt","T67",-0.898731,-0.898731,-0.952671,-0.952671,0.916109,0.916109,-1.343671,-1.343671,-1.15339,-1.15339,-1.257594,-1.257594,0.05118,0.05118,0.245361,0.245361,-0.761517,-0.761517,1.80241,-1.80241,-0.744064,0.744064
"23504","Hoey, Rico","T67",-0.898731,-0.898731,0.869798,0.869798,-0.116942,-0.116942,-0.440582,-0.440582,-0.225499,-0.225499,-1.211817,-1.211817,0.585659,0.585659,-1.157376,-1.157376,-0.247198,-0.247198,0.894796,-0.894796,0.107479,-0.107479
"17881","Yu, Kevin","T70",-1.184374,-1.184374,1.397837,1.397837,-0.533634,-0.533634,-1.171068,-1.171068,-1.120093,-1.120093,-0.740605,-0.740605,-0.130293,-0.130293,-0.607759,-0.607759,0.007645,0.007645,0.323758,-0.323758,0.577245,-0.577245
"17576","Conners, Corey","T70",-1.184374,-1.184374,-0.662983,-0.662983,1.743707,1.743707,-0.716858,-0.716858,-0.451033,-0.451033,-0.969911,-0.969911,0.061981,0.061981,-1.313268,-1.313268,0.012279,0.012279,-0.182932,0.182932,-1.147905,1.147905
"17543","Kim, Michael","72",-1.463051,-1.463051,-0.13861,-0.13861,-1.97759,-1.97759,-1.955596,-1.955596,0.058826,0.058826,-1.448682,-1.448682,-3.20409,-3.20409,0.03979,0.03979,-1.016361,-1.016361,-0.745084,0.745084,0.961887,-0.961887
"20722","Schmid, Matti","T73",-1.602389,-1.602389,1.419839,1.419839,-1.358339,-1.358339,-1.829498,-1.829498,-1.741288,-1.741288,-0.614612,-0.614612,-0.775816,-0.775816,-0.441589,-0.441589,-1.535314,-1.535314,1.008416,-1.008416,2.21645,-2.21645
"18554","Rai, Aaron","T73",-1.456084,-1.456084,-1.807068,-1.807068,0.913215,0.913215,-0.7391,-0.7391,-0.283768,-0.283768,-0.829219,-0.829219,-0.412871,-0.412871,-1.835761,-1.835761,1.036285,1.036285,-0.193644,0.193644,0.267964,-0.267964
"28469","Highsmith, Joe","T75",-1.741727,-1.741727,-0.428299,-0.428299,-1.97759,-1.97759,-2.077833,-2.077833,-1.481416,-1.481416,-1.187878,-1.187878,-1.201412,-1.201412,-0.341373,-0.341373,-2.563953,-2.563953,0.872579,-0.872579,2.201377,-2.201377
"17606","Berger, Daniel","T75",-1.595422,-1.595422,-0.615312,-0.615312,0.293964,0.293964,-1.11096,-1.11096,-0.678649,-0.678649,-1.612893,-1.612893,0.175186,0.175186,-1.543679,-1.543679,0.007645,0.007645,-0.190311,0.190311,1.807489,-1.807489
"19477","Schenk, Adam","77",-2.159741,-2.159741,0.092407,0.092407,-1.358339,-1.358339,-1.774353,-1.774353,-1.711373,-1.711373,1.201359,1.201359,-2.564184,-2.564184,-1.669305,-1.669305,-1.53068,-1.53068,0.580753,-0.580753,0.583778,-0.583778
"13508","Vegas, Jhonattan","T78",-2.570789,-2.570789,-0.508971,-0.508971,-1.566685,-1.566685,-2.157242,-2.157242,-2.29797,-2.29797,0.249696,0.249696,-1.51078,-1.51078,-1.917133,-1.917133,-2.299843,-2.299843,1.366574,-1.366574,1.584574,-1.584574
"26649","Thorbjornsen, Michael","T78",-2.570789,-2.570789,0.701119,0.701119,0.499416,0.499416,-1.487048,-1.487048,-1.097721,-1.097721,-0.577235,-0.577235,-1.07827,-1.07827,-2.958122,-2.958122,-1.020994,-1.020994,0.914076,-0.914076,0.78887,-0.78887
"18628","Campbell, Brian","T78",-2.570789,-2.570789,-2.767806,-2.767806,0.710656,0.710656,-3.603141,-3.603141,-2.378611,-2.378611,-2.541877,-2.541877,-1.903538,-1.903538,0.328732,0.328732,-2.82343,-2.82343,0.19173,-0.19173,0.260304,-0.260304
