
Tournament: WM Phoenix Open (2026),Last updated: 2026-02-11T16:43:11.377Z
Course: TPC Scottsdale (Stadium Course),Found 123 players from historical_csv
Data Date: 2026-02-23T18:01:31.782Z
Performance Analysis,DG ID,Player Name,Model Rank,Finish Position,Score,SG Total,SG Total - Model,Driving Distance,Driving Distance - Model,Driving Accuracy,Driving Accuracy - Model,SG T2G,SG T2G - Model,SG Approach,SG Approach - Model,SG Around Green,SG Around Green - Model,SG OTT,SG OTT - Model,SG Putting,SG Putting - Model,Greens in Regulation,Greens in Regulation - Model,Fairway Proximity,Fairway Proximity - Model,Rough Proximity,Rough Proximity - Model,SG BS,Scoring Average,Birdies or Better,Scrambling,Great Shots,Poor Shot Avoidance
"↓ Finished worse than predicted | ↓ Putting | 📉 SG Putting: trend continuing (0.230) | 📈 SG T2G: trend reversing (0.363) | 📉 SG Around Green: trend continuing (0.153)","19483","Burns, Sam",42,"74",5,-2.9135,0.791,317.15,275.758,0.5,0.5889,-2.0694999999999997,0.494,-0.2815,0.141,-1.867,-0.137,0.07900000000000001,0.49,-0.8444999999999999,0.959,0.639,0.6342,34.698,32.077,59.689,43.018,0,73.5,3,0.4585,3.5,5.5
"↓ Driving | 📉 SG OTT: trend continuing (0.426) | 📉 SG T2G: trend continuing (0.372) | 📈 SG Putting: trend reversing (0.232)","27194","Hall, Harry",70,"74",5,-2.9135,0.603,306.75,264.976,0.536,0.45530000000000004,-2.563,-0.545,-2.4080000000000004,-0.425,0.35500000000000004,0.184,-0.51,-0.303,-0.351,0.153,0.4445,0.5804,38.653999999999996,25.393,56.7705,54.323,0,73.5,3.5,0.4575,4.5,6
"⚠️ Model overestimated performance | ↑ Short Game | 📈 SG Around Green: trend continuing (0.152) | 📉 Driving Accuracy: trend reversing (0.080) | 📉 Greens in Regulation: trend reversing (0.063) | ❌ Underperformed model prediction","8825","Harman, Brian",7,"74",5,-2.9135,0.767,295.6,258.272,0.5715,0.5866,-1.1795,0.699,-0.9430000000000001,-0.156,0.369,0.493,-0.6054999999999999,0.362,-1.7345,-0.12,0.5555,0.6008,31.8345,30.353,70.15450000000001,47.199,0,73.5,1.5,0.5835,2,4
"↓ Approach | 📉 SG Approach: trend continuing (4.806) | 📉 SG T2G: trend continuing (0.511) | 📉 SG Around Green: trend continuing (0.155)","11049","Simpson, Webb",50,"74",6,-3.4135,-0.242,297.4,287.986,0.4285,0.5776,-2.6225,0.092,-0.6545,-0.084,-0.26249999999999996,0.473,-1.7055,-0.297,-0.7915000000000001,-0.739,0.5835,0.6147,33.763999999999996,29.92,87.54400000000001,43.286,0,74,2.5,0.4585,2,5
"↓ Overall | 📉 SG T2G: trend continuing (14.241) | 📈 SG Putting: trend reversing (0.715) | 📉 SG Around Green: trend continuing (0.271)","23475","Novak, Andrew",63,"74",7,-3.9135,1.566,305.35,264.956,0.5355,0.5068,-3.0505000000000004,1.071,-1.8635000000000002,0.731,-0.189,0.35,-0.998,-0.009,-0.8634999999999999,-0.031,0.528,0.5879,37.9995,26.868,53.457499999999996,41.324,0,74.5,3.5,0.404,2.5,6.5
"↑ Finished better than predicted | ↑ Approach | 📈 SG Approach: trend reversing (8.103) | 📉 Driving Accuracy: trend reversing (0.047)","19872","Riley, Davis",121,"74",7,-3.9135,-1.584,306.15,261.52,0.5355,0.40549999999999997,-3.447,-2.204,-1.9435,-0.832,0.711,-0.73,-2.2145,-0.642,-0.46699999999999997,0.065,0.611,0.4966,42.6755,28.703,83.1055,46.959,0,74.5,2.5,0.7045,3,5.5
"↓ Overall | 📉 SG T2G: trend continuing (1.344) | 📈 SG Approach: trend reversing (1.812) | 📉 SG Putting: trend continuing (0.607)","19477","Schenk, Adam",88,"74",7,-3.9135,0.042,304.85,278.274,0.429,0.5091,-2.08,0.761,-1.605,0.419,0.271,-0.064,-0.746,0.406,-1.8335000000000001,-0.792,0.611,0.5972,32.894999999999996,28.718,65.675,49.135,0,74.5,2.5,0.6475,3.5,6
"↓ Short Game | 📉 SG Around Green: trend reversing (0.362)","25003","Walker, Danny",99,"74",8,-4.4135,-0.113,303.5,214.56,0.393,0.35479999999999995,-2.2279999999999998,-0.627,-1.3245,-0.614,0.6065,0.106,-1.51,-0.119,-2.186,-0.146,0.4445,0.44380000000000003,39.2585,21.161,60.176500000000004,40.583,0,75,2.5,0.5115000000000001,3,8.5
"↓ Putting | 📉 SG Putting: trend continuing (0.875) | 📈 SG OTT: trend reversing (0.594) | 📈 SG Total: trend reversing (0.517)","17032","Tosti, Alejandro",104,"74",8,-4.4135,-1.037,315.35,227.305,0.357,0.4335,-1.538,-0.22,-0.8975,-0.593,0.07550000000000001,-0.171,-0.716,0.543,-2.876,-1.826,0.444,0.49119999999999997,41.549499999999995,28.89,40.7515,36.237,0,75,2.5,0.5680000000000001,2.5,7.5
"↓ Finished worse than predicted | ↓ Putting | 📉 SG Putting: trend continuing (0.711) | 📉 SG Around Green: trend continuing (0.597)","21756","Cole, Eric",32,"74",9,-4.9135,0.184,303.5,265.433,0.357,0.5361,-4.023,0.127,-1.0335,0.344,-0.49949999999999994,0.016,-2.4899999999999998,-0.233,-0.8910000000000001,0.136,0.5555,0.5834,46.4445,27.16,49.07599999999999,43.724,0,75.5,2.5,0.5820000000000001,2.5,7.5
"↑ Finished better than predicted | ↓ Approach | 📉 SG Approach: trend continuing (1.289) | 📉 SG Total: trend continuing (0.610) | 📈 SG Around Green: trend reversing (0.849)","29770","Mouw, William",120,"74",11,-5.9135,-0.484,295.85,181.786,0.607,0.4054,-4.2265,-0.588,-1.093,-0.135,-1.7794999999999999,-0.358,-1.3539999999999999,-0.094,-1.6875,0.409,0.528,0.4092,41.301,16.465,48.219,32.452,0,76.5,2,0.3375,2,9
"⚠️ Model overestimated performance | ❌ Underperformed model prediction","31585","Avant, Thomas",9,"74",17,-8.9135,0,289.45,0,0.4645,0,-6.6884999999999994,0,-2.3125,0,-3.419,0,-0.957,0,-2.2255000000000003,0,0.5,0,37.697500000000005,0,82.33099999999999,0,0,79.5,0.5,0.347,0,7.5
"↓ Finished worse than predicted | ↑ Driving | 📈 SG OTT: trend reversing (0.362) | 📈 SG T2G: trend reversing (0.357) | 📈 SG Approach: trend reversing (0.257)","28016","Gonzalez, Emilio",43,"74",5,-5.114,-0.824,292,201.975,0.5,0.3789,-5.379,-0.954,-2.719,-0.938,-0.375,0.355,-2.285,-0.371,0.265,-0.023,0.333,0.43310000000000004,45.254,21.53,73.861,37.265,0,76,2,0.6,2,3
