
Tournament: American Express (2026),Last updated: 2026-02-23T13:08:01.927Z
Course: La Quinta Country Club,Found 156 players from historical_csv
Data Date: 2026-02-23T19:56:20.841Z
DG ID,Player Name,Finish Position,SG Total Z,SG Total Z Adj,Driving Distance Z,Driving Distance Z Adj,Driving Accuracy Z,Driving Accuracy Z Adj,SG T2G Z,SG T2G Z Adj,SG Approach Z,SG Approach Z Adj,SG Around Green Z,SG Around Green Z Adj,SG OTT Z,SG OTT Z Adj,SG Putting Z,SG Putting Z Adj,Greens in Regulation Z,Greens in Regulation Z Adj,Fairway Proximity Z,Fairway Proximity Z Adj,Rough Proximity Z,Rough Proximity Z Adj
"6986","Johnson, Zach","T70",-0.201117,-0.201117,0.774811,0.774811,1.291882,1.291882,-1.223408,-1.223408,-0.531613,-0.531613,0.068778,0.068778,-1.910421,-1.910421,2.67074,2.67074,0.754787,0.754787,1.271506,-1.271506,-0.514316,0.514316
"14792","Saddier, Adrien","T70",-0.201117,-0.201117,0.664251,0.664251,0.224802,0.224802,0.179839,0.179839,0.269527,0.269527,0.583779,0.583779,-0.617871,-0.617871,-0.227089,-0.227089,0.757694,0.757694,-0.41302,0.41302,0.833387,-0.833387
"12577","Woodland, Gary","72",-0.176543,-0.176543,1.020948,1.020948,0.867441,0.867441,-0.165148,-0.165148,0.088797,0.088797,-0.799537,-0.799537,0.272265,0.272265,0.046595,0.046595,0.754787,0.754787,0.548079,-0.548079,-0.035276,0.035276
"16757","Dou, Zecheng","73",-0.588392,-0.588392,0.827266,0.827266,-0.414848,-0.414848,-0.04521,-0.04521,1.484632,1.484632,-1.286991,-1.286991,-1.281502,-1.281502,-1.081719,-1.081719,0.757694,0.757694,0.141524,-0.141524,0.187912,-0.187912
"29925","Yellamaraju, Sudarshan","74",0.009749,0.009749,-0.763343,-0.763343,-0.700797,-0.700797,0.852956,0.852956,0.905654,0.905654,0.094728,0.094728,0.310506,0.310506,0.065914,0.065914,-0.644492,-0.644492,-1.328211,1.328211,-0.828166,0.828166
"17780","Pendrith, Taylor","74",0.172475,0.172475,-0.670807,-0.670807,-0.700797,-0.700797,0.640086,0.640086,0.665157,0.665157,-0.315676,-0.315676,0.63683,0.63683,-0.675563,-0.675563,-0.427429,-0.427429,-0.720557,0.720557,-0.811263,0.811263
"21891","Kitayama, Kurt","74",0.388284,0.388284,-0.653591,-0.653591,-0.700797,-0.700797,0.221407,0.221407,0.449424,0.449424,-0.439436,-0.439436,0.183428,0.183428,-0.382407,-0.382407,-0.214243,-0.214243,-1.113948,1.113948,-0.102958,0.102958
"26653","Eckroat, Austin","74",0.009749,0.009749,-0.768724,-0.768724,-0.983757,-0.983757,-1.494967,-1.494967,-0.337787,-0.337787,0.034045,0.034045,-2.798988,-2.798988,0.46517,0.46517,-1.287928,-1.287928,-0.583937,0.583937,0.575489,-0.575489
"15651","Ventura, Kris","74",0.388284,0.388284,-0.76442,-0.76442,0.156055,0.156055,-0.171502,-0.171502,-1.087852,-1.087852,0.740674,0.740674,0.683112,0.683112,0.913491,0.913491,-1.50499,-1.50499,-0.16575,0.16575,-0.700101,0.700101
"11451","Garnett, Brice","74",0.172475,0.172475,-0.80208,-0.80208,-0.130891,-0.130891,0.224231,0.224231,-0.024903,-0.024903,0.101115,0.101115,0.439938,0.439938,1.273496,1.273496,-0.427429,-0.427429,-0.913279,0.913279,-0.909717,0.909717
