,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000,9.000,10.000,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000,21.000,22.000,23.000,24.000,25.000,26.000,27.000,28.000,29.000,30.000,31.000,32.000,33.000,34.000,35.000,36.000,37.000,38.000,39.000,40.000,41.000,42.000,43.000
,dg_id,player_name,100_150_fw_gir_rate,100_150_fw_good_shot_rate,100_150_fw_low_data_indicator,100_150_fw_poor_shot_avoid_rate,100_150_fw_proximity_per_shot,100_150_fw_sg_per_shot,100_150_fw_shot_count,150_200_fw_gir_rate,150_200_fw_good_shot_rate,150_200_fw_low_data_indicator,150_200_fw_poor_shot_avoid_rate,150_200_fw_proximity_per_shot,150_200_fw_sg_per_shot,150_200_fw_shot_count,50_100_fw_gir_rate,50_100_fw_good_shot_rate,50_100_fw_low_data_indicator,50_100_fw_poor_shot_avoid_rate,50_100_fw_proximity_per_shot,50_100_fw_sg_per_shot,50_100_fw_shot_count,over_150_rgh_gir_rate,over_150_rgh_good_shot_rate,over_150_rgh_low_data_indicator,over_150_rgh_poor_shot_avoid_rate,over_150_rgh_proximity_per_shot,over_150_rgh_sg_per_shot,over_150_rgh_shot_count,over_200_fw_gir_rate,over_200_fw_good_shot_rate,over_200_fw_low_data_indicator,over_200_fw_poor_shot_avoid_rate,over_200_fw_proximity_per_shot,over_200_fw_sg_per_shot,over_200_fw_shot_count,under_150_rgh_gir_rate,under_150_rgh_good_shot_rate,under_150_rgh_low_data_indicator,under_150_rgh_poor_shot_avoid_rate,under_150_rgh_proximity_per_shot,under_150_rgh_sg_per_shot,under_150_rgh_shot_count
,27364.000,"Thompson, Davis",0.836,0.075,0.000,0.948,20.619,0.036,308.000,0.710,0.082,0.000,0.957,27.877,0.039,416.000,0.857,0.081,0.000,0.952,16.814,0.025,124.000,0.305,0.031,0.000,0.946,65.808,-0.060,130.000,0.427,0.046,0.000,0.945,47.180,-0.039,218.000,0.525,0.045,0.000,0.903,39.173,-0.047,134.000
,16395.000,"Kohles, Ben",0.838,0.068,0.000,0.956,21.171,0.023,249.000,0.733,0.043,0.000,0.960,29.788,0.037,328.000,0.895,0.082,0.000,0.965,16.144,0.021,85.000,0.327,0.078,0.000,0.974,58.336,0.058,77.000,0.505,0.051,0.000,0.994,39.573,0.078,177.000,0.473,0.083,0.000,0.958,43.577,-0.010,72.000
,17536.000,"Spaun, J.J.",0.808,0.092,0.000,0.941,20.294,0.040,357.000,0.709,0.076,0.000,0.941,29.046,0.037,473.000,0.896,0.102,0.000,0.932,15.543,0.056,88.000,0.415,0.099,0.000,0.986,62.750,0.076,141.000,0.521,0.056,0.000,0.964,42.491,0.047,250.000,0.605,0.031,0.000,0.962,34.199,0.033,131.000
,22833.000,"Echavarria, Nico",0.769,0.059,0.000,0.916,22.647,-0.026,238.000,0.721,0.064,0.000,0.954,28.810,0.037,393.000,0.788,0.062,0.000,0.901,17.571,-0.044,81.000,0.355,0.061,0.000,0.948,58.969,0.004,115.000,0.432,0.040,0.000,0.944,46.377,-0.020,198.000,0.633,0.114,0.000,0.933,33.726,0.056,105.000
,15310.000,"Li, Haotong",0.805,0.065,1.000,0.978,19.080,0.005,46.000,0.718,0.043,0.000,0.929,30.274,0.036,70.000,,,,,,,,0.553,0.136,1.000,0.955,40.969,0.108,22.000,0.464,0.062,1.000,0.969,40.106,-0.021,32.000,0.586,0.130,0.000,0.913,42.506,0.018,23.000
,22760.000,"Hisatsune, Ryo",0.840,0.054,0.000,0.946,22.362,-0.015,259.000,0.713,0.069,0.000,0.971,29.982,0.036,379.000,0.780,0.056,0.000,0.876,20.049,-0.100,89.000,0.362,0.057,0.000,0.957,60.013,0.008,141.000,0.441,0.069,0.000,0.968,45.832,-0.012,188.000,0.635,0.056,0.000,0.928,36.487,0.016,125.000
,13872.000,"Bradley, Keegan",0.825,0.071,0.000,0.979,19.716,0.028,283.000,0.675,0.065,0.000,0.968,27.988,0.035,443.000,0.802,0.083,0.000,0.927,17.761,-0.009,96.000,0.319,0.033,0.000,0.951,67.418,-0.026,122.000,0.479,0.049,0.000,0.965,44.737,0.018,226.000,0.614,0.074,0.000,0.917,35.395,0.017,121.000
,17780.000,"Pendrith, Taylor",0.815,0.058,0.000,0.942,22.111,0.008,328.000,0.728,0.053,0.000,0.949,29.893,0.035,376.000,0.823,0.094,0.000,0.948,19.549,-0.043,96.000,0.352,0.081,0.000,0.963,63.381,0.027,136.000,0.460,0.048,0.000,0.971,46.951,-0.010,210.000,0.563,0.059,0.000,0.941,38.916,0.013,153.000
,24342.000,"Higgo, Garrick",0.777,0.045,0.000,0.927,24.175,-0.038,110.000,0.674,0.085,0.000,0.954,31.261,0.034,130.000,0.889,0.043,0.000,0.957,17.562,-0.027,47.000,0.363,0.058,0.000,0.923,66.376,-0.013,52.000,0.472,0.026,0.000,0.935,43.332,-0.019,77.000,0.481,0.048,0.000,0.928,40.198,-0.040,83.000
,32330.000,"Clanton, Luke",0.818,0.062,0.000,0.969,22.221,0.001,193.000,0.685,0.069,0.000,0.950,29.696,0.034,262.000,0.845,0.052,0.000,0.931,19.759,-0.046,58.000,0.413,0.055,0.000,0.967,53.409,0.073,91.000,0.454,0.035,0.000,0.944,46.126,-0.017,142.000,0.471,0.082,0.000,0.959,37.978,-0.003,97.000
,18554.000,"Rai, Aaron",0.868,0.075,0.000,0.950,20.170,0.030,281.000,0.748,0.056,0.000,0.964,29.114,0.033,468.000,0.841,0.139,0.000,0.944,15.795,0.026,72.000,0.365,0.089,0.000,0.967,53.925,0.067,90.000,0.515,0.044,0.000,0.972,43.724,0.032,248.000,0.617,0.027,0.000,0.932,39.945,-0.017,74.000
,6093.000,"Rose, Justin",0.819,0.091,0.000,0.928,19.037,0.033,208.000,0.702,0.066,0.000,0.965,28.394,0.032,347.000,0.893,0.072,0.000,0.971,15.414,0.068,69.000,0.447,0.036,0.000,0.945,53.097,0.039,110.000,0.452,0.066,0.000,0.973,50.598,0.017,182.000,0.579,0.084,0.000,0.964,39.287,-0.005,83.000
,21891.000,"Kitayama, Kurt",0.785,0.093,0.000,0.922,21.230,0.027,258.000,0.698,0.046,0.000,0.954,29.715,0.032,328.000,0.816,0.094,0.000,0.941,16.722,0.035,85.000,0.319,0.046,0.000,0.972,59.604,0.016,109.000,0.470,0.072,0.000,0.970,38.252,0.046,166.000,0.559,0.085,0.000,0.943,39.112,0.018,141.000
,12577.000,"Woodland, Gary",0.769,0.054,0.000,0.926,22.887,-0.003,257.000,0.680,0.061,0.000,0.963,29.643,0.031,376.000,0.866,0.091,0.000,0.929,17.879,-0.002,99.000,0.368,0.079,0.000,0.952,56.937,0.040,126.000,0.551,0.057,0.000,0.948,41.797,0.051,174.000,0.532,0.051,0.000,0.934,37.464,-0.013,137.000
,16283.000,"Rodgers, Patrick",0.753,0.076,0.000,0.924,22.954,-0.019,303.000,0.677,0.073,0.000,0.957,29.617,0.031,441.000,0.809,0.070,0.000,0.910,18.903,-0.041,100.000,0.375,0.081,0.000,0.963,57.373,0.031,161.000,0.403,0.049,0.000,0.937,46.621,-0.032,223.000,0.555,0.056,0.000,0.921,38.795,-0.022,178.000
,18634.000,"McNealy, Maverick",0.835,0.070,0.000,0.939,20.433,0.030,342.000,0.717,0.070,0.000,0.964,30.050,0.031,472.000,0.855,0.086,0.000,0.924,16.682,0.004,105.000,0.381,0.056,0.000,0.989,60.877,0.025,178.000,0.487,0.053,0.000,0.972,47.103,0.011,247.000,0.586,0.048,0.000,0.959,39.941,0.008,147.000
,23602.000,"Hojgaard, Nicolai",0.762,0.074,0.000,0.926,21.827,-0.027,148.000,0.725,0.076,0.000,0.973,30.344,0.031,264.000,0.877,0.100,0.000,0.980,15.290,0.068,50.000,0.350,0.085,0.000,0.943,56.262,0.009,106.000,0.549,0.038,0.000,0.977,39.777,0.060,130.000,0.643,0.037,0.000,0.901,37.435,0.024,81.000
,18628.000,"Campbell, Brian",0.809,0.079,0.000,0.942,21.498,0.019,190.000,0.675,0.045,0.000,0.943,29.890,0.030,352.000,0.879,0.098,0.000,0.924,19.941,-0.013,92.000,0.379,0.058,0.000,0.952,57.717,0.014,104.000,0.403,0.058,0.000,0.976,47.360,-0.009,208.000,0.552,0.041,0.000,0.986,36.948,-0.018,74.000
,14578.000,"Henley, Russell",0.845,0.072,0.000,0.962,19.638,0.039,292.000,0.765,0.043,0.000,0.962,29.356,0.029,397.000,0.838,0.141,0.000,0.929,13.153,0.103,85.000,0.346,0.041,0.000,0.990,56.774,0.044,98.000,0.502,0.079,0.000,0.963,40.681,0.067,216.000,0.574,0.115,0.000,0.949,37.005,0.060,78.000
,14577.000,"English, Harris",0.761,0.069,0.000,0.909,22.602,-0.020,319.000,0.735,0.055,0.000,0.953,29.483,0.028,494.000,0.861,0.072,0.000,0.976,15.027,0.042,83.000,0.409,0.037,0.000,0.985,57.325,0.033,136.000,0.470,0.041,0.000,0.955,46.254,-0.015,246.000,0.579,0.029,0.000,0.962,38.485,-0.020,105.000
,26653.000,"Eckroat, Austin",0.808,0.069,0.000,0.934,22.312,0.013,289.000,0.725,0.047,0.000,0.953,30.008,0.028,365.000,0.841,0.089,0.000,0.921,20.098,-0.019,101.000,0.310,0.050,0.000,0.941,66.044,-0.034,119.000,0.511,0.045,0.000,0.970,41.236,0.039,202.000,0.618,0.048,0.000,0.952,34.496,0.046,125.000
