,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,dg_id,player_name,am,event_name,course_name,course,early_late,pga_number,current_round,start_hole,r1_teetime,r2_teetime,r3_teetime,r4_teetime,unofficial
,26649,"Thorbjornsen, Michael",0,The American Express,,,1,57364,1,10,2026-01-22 8:30,2026-01-23 10:20,2026-01-24 9:47,,0
,17032,"Tosti, Alejandro",0,The American Express,,,1,38991,1,1,2026-01-22 9:25,2026-01-23 8:52,2026-01-24 10:42,,0
,23816,"Valimaki, Sami",0,The American Express,,,1,52666,1,1,2026-01-22 9:14,2026-01-23 8:41,2026-01-24 10:31,,0
,17550,"Van Rooyen, Erik",0,The American Express,,,1,40006,1,10,2026-01-22 9:03,2026-01-23 8:30,2026-01-24 10:20,,0
,25319,"VanDerLaan, John",0,The American Express,,,1,55573,1,10,2026-01-22 8:52,2026-01-23 10:42,2026-01-24 10:09,,0
,13508,"Vegas, Jhonattan",0,The American Express,,,,27064,1,1,2026-01-22 10:31,2026-01-23 9:58,2026-01-24 9:25,,0
,15651,"Ventura, Kris",0,The American Express,,,,35658,1,10,2026-01-22 10:42,2026-01-23 10:09,2026-01-24 9:36,,0
,24304,"Vilips, Karl",0,The American Express,,,,54304,1,10,2026-01-22 9:47,2026-01-23 9:14,2026-01-24 8:41,,0
,9171,"Villegas, Camilo",0,The American Express,,,,27770,1,1,2026-01-22 10:09,2026-01-23 9:36,2026-01-24 9:03,,0
,25003,"Walker, Danny",0,The American Express,,,,54607,1,10,2026-01-22 9:58,2026-01-23 9:25,2026-01-24 8:52,,0
,20706,"Wallace, Matt",0,The American Express,,,1,48887,1,10,2026-01-22 9:03,2026-01-23 8:30,2026-01-24 10:20,,0
,25908,"Whaley, Vince",0,The American Express,,,1,51894,1,10,2026-01-22 8:30,2026-01-23 10:20,2026-01-24 9:47,,0
,12577,"Woodland, Gary",0,The American Express,,,,31323,1,1,2026-01-22 9:47,2026-01-23 9:14,2026-01-24 8:41,,0
,25002,"Wu, Dylan",0,The American Express,,,,54783,1,1,2026-01-22 9:58,2026-01-23 9:25,2026-01-24 8:52,,0
,29925,"Yellamaraju, Sudarshan",0,The American Express,,,1,60386,1,1,2026-01-22 9:25,2026-01-23 8:52,2026-01-24 10:42,,0
,23656,"Young, Carson",0,The American Express,,,,52513,1,10,2026-01-22 10:09,2026-01-23 9:36,2026-01-24 9:03,,0
,17881,"Yu, Kevin",0,The American Express,,,,45242,1,10,2026-01-22 9:47,2026-01-23 9:14,2026-01-24 8:41,,0
,19428,"Zalatoris, Will",0,The American Express,,,1,47483,1,10,2026-01-22 8:41,2026-01-23 10:31,2026-01-24 9:58,,0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0
