,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dg_id,player_name,100_150_fw_gir_rate,100_150_fw_good_shot_rate,100_150_fw_low_data_indicator,100_150_fw_poor_shot_avoid_rate,100_150_fw_proximity_per_shot,100_150_fw_sg_per_shot,100_150_fw_shot_count,150_200_fw_gir_rate,150_200_fw_good_shot_rate,150_200_fw_low_data_indicator,150_200_fw_poor_shot_avoid_rate,150_200_fw_proximity_per_shot,150_200_fw_sg_per_shot,150_200_fw_shot_count,50_100_fw_gir_rate,50_100_fw_good_shot_rate,50_100_fw_low_data_indicator,50_100_fw_poor_shot_avoid_rate,50_100_fw_proximity_per_shot,50_100_fw_sg_per_shot,50_100_fw_shot_count,over_150_rgh_gir_rate,over_150_rgh_good_shot_rate,over_150_rgh_low_data_indicator,over_150_rgh_poor_shot_avoid_rate,over_150_rgh_proximity_per_shot,over_150_rgh_sg_per_shot,over_150_rgh_shot_count,over_200_fw_gir_rate,over_200_fw_good_shot_rate,over_200_fw_low_data_indicator,over_200_fw_poor_shot_avoid_rate,over_200_fw_proximity_per_shot,over_200_fw_sg_per_shot,over_200_fw_shot_count,under_150_rgh_gir_rate,under_150_rgh_good_shot_rate,under_150_rgh_low_data_indicator,under_150_rgh_poor_shot_avoid_rate,under_150_rgh_proximity_per_shot,under_150_rgh_sg_per_shot,under_150_rgh_shot_count
,25157,"Hodges, Lee",0.83,0.03,0.00,0.96,21.77,0.00,207.00,0.72,0.06,0.00,0.96,29.55,0.03,297.00,0.84,0.10,0.00,0.97,17.87,-0.02,61.00,0.32,0.02,0.00,0.97,58.36,-0.02,91.00,0.54,0.10,0.00,0.98,41.64,0.07,158.00,0.53,0.10,0.00,0.95,36.46,0.04,101
,17780,"Pendrith, Taylor",0.81,0.06,0.00,0.94,22.08,0.00,308.00,0.74,0.04,0.00,0.95,29.63,0.03,352.00,0.82,0.11,0.00,0.95,18.86,-0.04,84.00,0.34,0.07,0.00,0.96,65.49,0.04,134.00,0.44,0.05,0.00,0.97,46.48,-0.02,195.00,0.54,0.06,0.00,0.94,40.61,0.02,140
,12808,"Grillo, Emiliano",0.82,0.10,0.00,0.95,20.43,0.03,349.00,0.70,0.07,0.00,0.95,29.36,0.03,475.00,0.84,0.11,0.00,0.95,15.56,0.04,82.00,0.33,0.07,0.00,0.93,59.63,-0.02,106.00,0.51,0.07,0.00,0.97,40.26,0.05,230.00,0.53,0.05,0.00,0.97,38.89,0.01,117
,14578,"Henley, Russell",0.84,0.07,0.00,0.96,19.57,0.03,269.00,0.77,0.04,0.00,0.96,29.02,0.03,393.00,0.83,0.13,0.00,0.94,13.31,0.09,83.00,0.32,0.04,0.00,0.99,59.71,0.04,96.00,0.50,0.08,0.00,0.97,39.66,0.07,209.00,0.55,0.13,0.00,0.95,38.97,0.06,79
,20722,"Schmid, Matti",0.72,0.06,0.00,0.90,24.96,-0.06,235.00,0.75,0.07,0.00,0.94,29.94,0.03,357.00,0.80,0.04,0.00,0.92,18.38,-0.06,75.00,0.34,0.05,0.00,0.98,56.52,0.02,112.00,0.55,0.07,0.00,0.96,41.65,0.03,155.00,0.55,0.05,0.00,0.95,40.84,-0.01,146
,21407,"Reitan, Kristoffer",0.77,0.04,1.00,0.89,23.24,-0.02,45.00,0.74,0.09,1.00,0.94,29.37,0.03,66.00,0.72,0.07,0.00,0.80,18.78,-0.08,15.00,0.36,0.08,1.00,1.00,67.01,0.05,25.00,0.36,0.05,0.00,0.95,43.64,-0.07,39.00,0.50,0.09,0.00,0.96,35.15,0.02,22
,22833,"Echavarria, Nico",0.77,0.06,0.00,0.92,22.25,-0.04,220.00,0.72,0.06,0.00,0.95,28.40,0.03,379.00,0.80,0.07,0.00,0.88,17.50,-0.06,77.00,0.34,0.06,0.00,0.95,61.29,0.00,113.00,0.44,0.05,0.00,0.95,45.15,-0.01,188.00,0.60,0.12,0.00,0.94,34.83,0.06,101
,27820,"Pak, John",0.84,0.08,0.00,0.94,20.95,0.04,198.00,0.69,0.06,0.00,0.95,29.13,0.03,276.00,0.83,0.04,0.00,0.94,17.84,-0.02,68.00,0.26,0.06,0.00,0.99,59.88,0.02,82.00,0.48,0.04,0.00,0.94,43.55,-0.01,143.00,0.47,0.10,0.00,0.89,40.91,-0.06,79
,18103,"Bezuidenhout, Christiaan",0.86,0.05,0.00,0.96,21.85,0.00,295.00,0.71,0.06,0.00,0.97,30.18,0.03,493.00,0.84,0.11,0.00,0.96,14.74,0.04,105.00,0.36,0.04,0.00,0.97,67.31,0.02,120.00,0.45,0.04,0.00,0.97,47.93,0.00,236.00,0.43,0.05,0.00,0.99,41.33,-0.06,102
,23602,"Hojgaard, Nicolai",0.78,0.09,0.00,0.93,21.44,-0.02,162.00,0.73,0.07,0.00,0.96,30.10,0.03,275.00,0.87,0.10,0.00,0.96,15.88,0.05,51.00,0.34,0.08,0.00,0.95,57.44,0.02,110.00,0.57,0.04,0.00,0.98,38.94,0.07,139.00,0.62,0.03,0.00,0.90,40.00,0.01,90
