Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
10983,5087437895,OneDropKing (20/150),0,168.85,G Scottie Scheffler G Sepp Straka G Kurt Kitayama G Jordan Spieth G Ricky Castillo G Chandler Phillips,,,
10983,5087364237,jmpaint21 (1/2),0,168.84999,G Scottie Scheffler G Jacob Bridgeman G Rickie Fowler G Harris English G Taylor Moore G Danny Walker,,,
10983,5087478346,mchez1 (2/5),0,168.84999,G Scottie Scheffler G Matt Fitzpatrick G Tony Finau G Max Greyserman G Keith Mitchell G Eric Cole,,,
10988,5087382887,109stairs (111/150),0,168.8,G Scottie Scheffler G Patrick Cantlay G Daniel Berger G Keith Mitchell G Aldrich Potgieter G Sungjae Im,,,
10988,5087424607,randers (22/150),0,168.79999,G Scottie Scheffler G Rickie Fowler G Kurt Kitayama G Davis Thompson G Matthew McCarty G Alex Smalley,,,
10990,5087353982,thebodyspill (102/120),0,168.65001,G Scottie Scheffler G Harris English G Kurt Kitayama G Michael Thorbjornsen G Christiaan Bezuidenhout G Ricky Castillo,,,
10990,5087382816,109stairs (40/150),0,168.65001,G Scottie Scheffler G Harris English G Michael Thorbjornsen G J.J. Spaun G Max Greyserman G Ricky Castillo,,,
10990,5087405135,bbmx545 (4/20),0,168.65,G Scottie Scheffler G Brooks Koepka G Alex Noren G Christiaan Bezuidenhout G Michael Brennan G Bud Cauley,,,
10990,5087458978,tkoblow (110/150),0,168.65,G Scottie Scheffler G Ben Griffin G Daniel Berger G J.J. Spaun G Thorbjorn Olesen G Sungjae Im,,,
10990,5087459432,Clapbk,0,168.65,G Scottie Scheffler G Maverick McNealy G Daniel Berger G Max Homa G Michael Brennan G Ricky Castillo,,,
10995,5087355399,BoangTao33 (18/150),0,168.55,G Russell Henley G Viktor Hovland G Maverick McNealy G Daniel Berger G Lucas Glover G Bud Cauley,,,
10995,5087458368,Vikings_Nate (31/150),0,168.55,G Si Woo Kim G Russell Henley G Jake Knapp G Adam Scott G J.J. Spaun G Christiaan Bezuidenhout,,,
10995,5087415325,Skibasher (101/150),0,168.54999,G Scottie Scheffler G Min Woo Lee G Sam Stevens G Bud Cauley G Takumi Kanaya G Mark Hubbard,,,
10998,5087445191,beaker913 (94/150),0,168.50002,G Rory McIlroy G Chris Gotterup G Min Woo Lee G Sahith Theegala G Pierceson Coody G Thorbjorn Olesen,,,
10999,5087245377,jsf900 (94/150),0,168.45001,G Scottie Scheffler G Daniel Berger G Sahith Theegala G Corey Conners G Christiaan Bezuidenhout G Bud Cauley,,,
10999,5087437916,OneDropKing (41/150),0,168.45,G Chris Gotterup G Shane Lowry G Patrick Cantlay G Sepp Straka G Kurt Kitayama G Denny McCarthy,,,
10999,5087477658,sexualchocolate (47/55),0,168.45,G Scottie Scheffler G Justin Thomas G Alex Noren G Max Homa G Max Greyserman G Michael Brennan,,,
10999,5087485600,unike320 (5/5),0,168.44998,G Scottie Scheffler G Tommy Fleetwood G Max Homa G Eric Cole G Joe Highsmith G Danny Walker,,,
11003,5087265365,dfs_ads (137/150),0,168.40001,G Scottie Scheffler G Sepp Straka G Kurt Kitayama G Corey Conners G Max Greyserman G Joel Dahmen,,,
11003,5087469561,MightyGamblers (1/3),0,168.40001,G Scottie Scheffler G Min Woo Lee G Wyndham Clark G Ryo Hisatsune G Max Greyserman G Tom Hoge,,,
11005,5087245312,jsf900 (29/150),0,168.35,G Si Woo Kim G Russell Henley G Robert MacIntyre G Ben Griffin G Rickie Fowler G Joel Dahmen,,,
11005,5087468874,Ldgetsome (2/4),0,168.35,G Rory McIlroy G Cameron Young G Jake Knapp G Rickie Fowler G Pierceson Coody G Hao-Tong Li,,,
11005,5087477541,6fingeredman (7/8),0,168.35,G Rory McIlroy G Cameron Young G Jake Knapp G Rickie Fowler G Pierceson Coody G Hao-Tong Li,,,
11005,5087396304,BallzDeep-26 (3/4),0,168.34999,G Scottie Scheffler G Tommy Fleetwood G Tony Finau G Austin Smotherman G Lee Hodges G Taylor Moore,,,
11005,5087413265,DivorceGate,0,168.34999,G Scottie Scheffler G Tommy Fleetwood G Tony Finau G Austin Smotherman G Lee Hodges G Taylor Moore,,,
11005,5087428037,rkba75,0,168.34999,G Scottie Scheffler G Ryan Gerard G Alex Noren G Tony Finau G Lucas Glover G Ricky Castillo,,,
11011,5087346613,Stonesalltheway (130/150),0,168.3,G Scottie Scheffler G Justin Thomas G Lucas Glover G Max Greyserman G Michael Brennan G J.T. Poston,,,
11011,5087431982,lsahr (14/100),0,168.3,G Scottie Scheffler G Viktor Hovland G Rickie Fowler G Ricky Castillo G Taylor Moore G Zachary Bauchou,,,
11011,5087458352,Vikings_Nate (15/150),0,168.3,G Hideki Matsuyama G Patrick Cantlay G Jake Knapp G Ben Griffin G Rickie Fowler G Sepp Straka,,,
11011,5087473616,tedzz (75/150),0,168.3,G Scottie Scheffler G Ben Griffin G Sepp Straka G Maverick McNealy G Andrew Putnam G Joel Dahmen,,,
11011,5087432737,dmangl (5/9),0,168.29999,G Scottie Scheffler G Min Woo Lee G Sepp Straka G Bud Cauley G Tom Hoge G Austin Smotherman,,,
11011,5087475147,B_Heals152 (28/150),0,168.29999,G Rory McIlroy G Hideki Matsuyama G Patrick Cantlay G Garrick Higgo G Gary Woodland G Steven Fisk,,,
11017,5087432313,Cornpops_picks (3/21),0,168.25,G Scottie Scheffler G Ludvig Aberg G Max Greyserman G Michael Brennan G Aldrich Potgieter G Austin Smotherman,,,
11018,5087390376,srauco (8/20),0,168.2,G Tommy Fleetwood G Si Woo Kim G Russell Henley G Daniel Berger G Christiaan Bezuidenhout G Ricky Castillo,,,
11018,5087421024,knicker111 (7/18),0,168.2,G Tommy Fleetwood G Si Woo Kim G Russell Henley G Daniel Berger G Christiaan Bezuidenhout G Ricky Castillo,,,
11020,5087355527,BoangTao33 (146/150),0,168.15001,G Scottie Scheffler G Justin Thomas G Ryan Gerard G Sahith Theegala G Christiaan Bezuidenhout G Aldrich Potgieter,,,
11020,5087344818,khp5050 (82/100),0,168.15,G Scottie Scheffler G Robert MacIntyre G Matthew McCarty G Christiaan Bezuidenhout G Kristoffer Reitan G Max McGreevy,,,
11020,5087437592,TheCommish (89/150),0,168.15,G Scottie Scheffler G Justin Rose G Harry Hall G Pierceson Coody G Matthew McCarty G Austin Smotherman,,,
11020,5087477661,sexualchocolate (50/55),0,168.15,G Scottie Scheffler G Daniel Berger G Justin Thomas G Lucas Glover G Seamus Power G Hao-Tong Li,,,
11020,5087459151,T_revor (124/150),0,168.14998,G Tommy Fleetwood G Hideki Matsuyama G Viktor Hovland G Ben Griffin G Lucas Glover G Austin Smotherman,,,
11025,5087129030,T_revor (52/150),0,168.1,G Scottie Scheffler G Sepp Straka G Harris English G Alex Noren G Christiaan Bezuidenhout G Kevin Roy,,,
11025,5087355005,jchinze27 (9/10),0,168.1,G Scottie Scheffler G Robert MacIntyre G Nick Taylor G Keith Mitchell G Tom Hoge G Aldrich Potgieter,,,
11025,5087234779,Chadg20 (86/100),0,168.09999,G Scottie Scheffler G Tommy Fleetwood G Mac Meissner G Kristoffer Reitan G Mark Hubbard G Zachary Bauchou,,,
11025,5087349126,cptnspaulding (107/150),0,168.09999,G Si Woo Kim G Viktor Hovland G Robert MacIntyre G Rickie Fowler G Daniel Berger G Christiaan Bezuidenhout,,,
11025,5087401084,Chad1922,0,168.09999,G Scottie Scheffler G Tommy Fleetwood G Andrew Putnam G Lee Hodges G Joe Highsmith G Taylor Moore,,,
11025,5087457352,futureoffantasy,0,168.09999,G Scottie Scheffler G Daniel Berger G Ryan Gerard G Alex Noren G Max Greyserman G Kristoffer Reitan,,,
11031,5087439205,somot (1/2),0,168.05,G Scottie Scheffler G Rory McIlroy G Mark Hubbard G Taylor Moore G Zachary Bauchou G Chad Ramey,,,
11031,5087483702,redkacheek,0,168.05,G Si Woo Kim G Akshay Bhatia G Patrick Cantlay G Rickie Fowler G Alex Noren G Aldrich Potgieter,,,
11033,5087470408,lpk8787 (4/5),0,168,G Tommy Fleetwood G Russell Henley G Ben Griffin G Harris English G Daniel Berger G Adam Scott,,,
11034,5087129009,T_revor (31/150),0,167.95,G Scottie Scheffler G Matt Fitzpatrick G Lucas Glover G Michael Brennan G Ricky Castillo G Max McGreevy,,,
11034,5087190397,Colonel420 (25/50),0,167.95,G Hideki Matsuyama G Cameron Young G Ben Griffin G Harris English G Daniel Berger G Nicolai Hojgaard,,,
11034,5087346510,Stonesalltheway (27/150),0,167.95,G Scottie Scheffler G Harris English G Alex Noren G Lucas Glover G Taylor Pendrith G Michael Brennan,,,
11034,5087359461,jstihl11 (1/2),0,167.95,G Si Woo Kim G Shane Lowry G Jake Knapp G Rickie Fowler G Harris English G Aaron Rai,,,
11034,5087465526,Jorgy248 (3/3),0,167.95,G Scottie Scheffler G Nicolai Hojgaard G Sahith Theegala G Jordan Spieth G Lucas Glover G Hao-Tong Li,,,
11034,5087482285,werewolvesoflondon (116/150),0,167.95,G Si Woo Kim G Robert MacIntyre G Patrick Cantlay G Sam Burns G Rickie Fowler G Pierceson Coody,,,
11034,5087482316,werewolvesoflondon (147/150),0,167.95,G Rory McIlroy G Matt Fitzpatrick G Sam Burns G Kurt Kitayama G Pierceson Coody G Hao-Tong Li,,,
11034,5087482441,gqinxs (118/150),0,167.95,G Scottie Scheffler G Daniel Berger G Ryan Gerard G Taylor Pendrith G Max Greyserman G Hao-Tong Li,,,
11042,5087358275,Trav311,0,167.90001,G Si Woo Kim G Akshay Bhatia G Jake Knapp G Min Woo Lee G Rickie Fowler G Pierceson Coody,,,
11042,5087353898,thebodyspill (18/120),0,167.9,G Tommy Fleetwood G Robert MacIntyre G Patrick Cantlay G Harris English G Kurt Kitayama G Sungjae Im,,,
11042,5087437934,OneDropKing (59/150),0,167.9,G Robert MacIntyre G Patrick Cantlay G Harris English G Ryo Hisatsune G Bud Cauley G Andrew Novak,,,
11042,5087482390,gqinxs (67/150),0,167.9,G Tommy Fleetwood G Robert MacIntyre G Patrick Cantlay G Daniel Berger G Alex Noren G Christiaan Bezuidenhout,,,
11042,5087408338,komitchell92 (1/2),0,167.89998,G Scottie Scheffler G Akshay Bhatia G Sahith Theegala G Max Homa G Austin Smotherman G Taylor Moore,,,
11042,5087483799,BigMike121564 (2/3),0,167.89998,G Scottie Scheffler G Sahith Theegala G Alex Noren G Max Homa G Austin Smotherman G Taylor Moore,,,
11048,5087424623,randers (38/150),0,167.85,G Chris Gotterup G Robert MacIntyre G Akshay Bhatia G Patrick Cantlay G Kurt Kitayama G J.J. Spaun,,,
11048,5087465048,sacdaddy07 (104/150),0,167.85,G Scottie Scheffler G Viktor Hovland G Ryan Gerard G Max Greyserman G Mark Hubbard G Adam Schenk,,,
11048,5087121024,EricBrun60 (1/5),0,167.84999,G Hideki Matsuyama G Akshay Bhatia G Min Woo Lee G Kurt Kitayama G Sahith Theegala G Tony Finau,,,
11048,5087304581,Gsluke (33/150),0,167.84999,G Scottie Scheffler G Maverick McNealy G Daniel Berger G Lucas Glover G John Keefer G Kristoffer Reitan,,,
11052,5087530625,tmigliozzi (2/10),0,167.8,G Scottie Scheffler G Russell Henley G Bud Cauley G Seamus Power G Kristoffer Reitan G Hao-Tong Li,,,
11052,5087265248,dfs_ads (20/150),0,167.79999,G Scottie Scheffler G Rickie Fowler G Harris English G Aaron Rai G Gary Woodland G Max McGreevy,,,
11054,5087429610,0000__available (18/20),0,167.75,G Tommy Fleetwood G Si Woo Kim G Harris English G Maverick McNealy G Daniel Berger G Christiaan Bezuidenhout,,,
11054,5087469822,crunk_juice (10/20),0,167.75,G Scottie Scheffler G Brooks Koepka G Sepp Straka G Pierceson Coody G Michael Brennan G Zachary Bauchou,,,
11056,5087347969,Dude696969 (7/11),0,167.7,G Pierceson Coody G Ryo Hisatsune G Alex Smalley G Joe Highsmith G Taylor Moore G Chad Ramey,,,
11056,5087432311,Cornpops_picks (1/21),0,167.7,G Scottie Scheffler G Patrick Cantlay G Rasmus Hojgaard G Rico Hoey G Christiaan Bezuidenhout G Hao-Tong Li,,,
11056,5087477319,jb3rd811 (7/8),0,167.7,G Rory McIlroy G Chris Gotterup G Kurt Kitayama G Max McGreevy G Chris Kirk G Austin Smotherman,,,
11059,5087446864,RINO19 (1/2),0,167.6,G Si Woo Kim G Russell Henley G Kurt Kitayama G Ricky Castillo G Austin Smotherman G Zachary Bauchou,,,
11060,5087355384,BoangTao33 (3/150),0,167.55,G Scottie Scheffler G Viktor Hovland G Tony Finau G Bud Cauley G Kristoffer Reitan G Sungjae Im,,,
11061,5087265289,dfs_ads (61/150),0,167.45001,G Si Woo Kim G Russell Henley G Matt Fitzpatrick G Alex Noren G Pierceson Coody G Ricky Castillo,,,
11061,5087346514,Stonesalltheway (31/150),0,167.45,G Scottie Scheffler G Patrick Cantlay G Michael Thorbjornsen G Max Greyserman G Michael Brennan G Hao-Tong Li,,,
11061,5087432066,lsahr (98/100),0,167.45,G Chris Gotterup G Patrick Cantlay G Justin Rose G Ben Griffin G Maverick McNealy G Mark Hubbard,,,
11064,5087170933,ithappens197422 (2/5),0,167.40001,G Scottie Scheffler G Justin Thomas G Adam Scott G Tony Finau G Bud Cauley G Ricky Castillo,,,
11064,5087304571,Gsluke (23/150),0,167.4,G Si Woo Kim G Russell Henley G Robert MacIntyre G Akshay Bhatia G Christiaan Bezuidenhout G Ricky Castillo,,,
11066,5087423732,F0rbin2000 (1/2),0,167.35,G Scottie Scheffler G Akshay Bhatia G Adam Scott G Michael Brennan G Austin Smotherman G Matthieu Pavon,,,
11066,5087473653,tedzz (112/150),0,167.35,G Scottie Scheffler G Ben Griffin G Rickie Fowler G Sepp Straka G Lee Hodges G Joel Dahmen,,,
11066,5087481723,Madb (2/2),0,167.35,G Scottie Scheffler G Ben Griffin G Rickie Fowler G Sepp Straka G Lee Hodges G Joel Dahmen,,,
11066,5087215781,jcdob1 (1/2),0,167.34999,G Scottie Scheffler G Rickie Fowler G Sepp Straka G Sahith Theegala G Austin Smotherman G Taylor Moore,,,
11066,5087356929,TEAMOPE (1/2),0,167.34999,G Rickie Fowler G Sepp Straka G Adam Scott G Tony Finau G Austin Smotherman G Taylor Moore,,,
11066,5087369823,eleveninseven,0,167.34999,G Hideki Matsuyama G Jake Knapp G Maverick McNealy G Sahith Theegala G Austin Smotherman G Taylor Moore,,,
11066,5087465039,sacdaddy07 (95/150),0,167.34999,G Scottie Scheffler G Brooks Koepka G Ryan Gerard G Max Greyserman G Michael Brennan G Kevin Yu,,,
11066,5087482860,wizmixtunes,0,167.34999,G Scottie Scheffler G Akshay Bhatia G Nicolai Hojgaard G Ricky Castillo G Austin Smotherman G William Mouw,,,
11074,5087304630,Gsluke (82/150),0,167.29999,G Scottie Scheffler G Daniel Berger G Rasmus Hojgaard G Max Homa G Michael Brennan G Hao-Tong Li,,,
11074,5087426846,ninety8 (9/10),0,167.29999,G Tommy Fleetwood G Si Woo Kim G Akshay Bhatia G Daniel Berger G Max Homa G Max Greyserman,,,
11076,5087410407,UniversalFriend (30/42),0,167.25,G Si Woo Kim G Russell Henley G Harris English G Nicolai Hojgaard G Jason Day G Christiaan Bezuidenhout,,,
11076,5087415245,Skibasher (21/150),0,167.25,G Si Woo Kim G Russell Henley G Harris English G Nicolai Hojgaard G Jason Day G Christiaan Bezuidenhout,,,
11076,5087478298,redem7 (2/20),0,167.25,G Si Woo Kim G Russell Henley G Harris English G Nicolai Hojgaard G Jason Day G Christiaan Bezuidenhout,,,
11076,5087472730,EggmansFinest (6/6),0,167.24998,G Scottie Scheffler G Jake Knapp G Harris English G Taylor Pendrith G Kevin Yu G Austin Smotherman,,,
11080,5087110703,keprice,0,167.2,G Russell Henley G Shane Lowry G Patrick Cantlay G Ben Griffin G Nicolai Hojgaard G Jason Day,,,
11080,5087390569,kland304 (4/8),0,167.2,G Scottie Scheffler G Maverick McNealy G Justin Thomas G Tony Finau G Lucas Glover G Ricky Castillo,,,
11080,5087455749,Dudeoflife (72/150),0,167.2,G Scottie Scheffler G Ben Griffin G Ryan Gerard G Nicolas Echavarria G Christiaan Bezuidenhout G Austin Smotherman,,,
11080,5087464068,mahaa507 (14/51),0,167.2,G Rory McIlroy G Russell Henley G Harris English G Maverick McNealy G Lucas Glover G Michael Brennan,,,
11080,5087483010,bonedog84 (3/30),0,167.2,G Si Woo Kim G Robert MacIntyre G Cameron Young G Ben Griffin G Sahith Theegala G Lucas Glover,,,
11085,5087214123,Blaker283 (2/15),0,167.15001,G Scottie Scheffler G Justin Rose G J.J. Spaun G Nick Taylor G Christiaan Bezuidenhout G Tom Hoge,,,
11085,5087346516,Stonesalltheway (33/150),0,167.15001,G Scottie Scheffler G Patrick Cantlay G Ryan Gerard G Christiaan Bezuidenhout G Ricky Castillo G Sungjae Im,,,
11085,5087255023,MPW111168 (5/5),0,167.15,G Scottie Scheffler G Rory McIlroy G Chris Kirk G Zachary Bauchou G Chad Ramey G Karl Vilips,,,
11085,5087265301,dfs_ads (73/150),0,167.15,G Scottie Scheffler G Harris English G Adam Scott G J.J. Spaun G Michael Brennan G Kristoffer Reitan,,,
11085,5087436814,Elmatatan101,0,167.15,G Scottie Scheffler G Tommy Fleetwood G Austin Smotherman G Lee Hodges G Joe Highsmith G Taylor Moore,,,
11085,5087445174,beaker913 (77/150),0,167.15,G Hideki Matsuyama G Viktor Hovland G Robert MacIntyre G Ben Griffin G Rickie Fowler G Ricky Castillo,,,
11085,5087451849,Nate65 (11/20),0,167.15,G Scottie Scheffler G Matt Fitzpatrick G Daniel Berger G Seamus Power G Ricky Castillo G Danny Walker,,,
11092,5087332657,cngoodtimes (1/2),0,167.1,G Scottie Scheffler G Jake Knapp G Rickie Fowler G Tony Finau G Andrew Putnam G William Mouw,,,
11092,5087458374,Vikings_Nate (37/150),0,167.1,G Hideki Matsuyama G Robert MacIntyre G Patrick Cantlay G Jake Knapp G J.J. Spaun G Davis Thompson,,,
11092,5087458393,Vikings_Nate (56/150),0,167.1,G Rory McIlroy G Hideki Matsuyama G Akshay Bhatia G Adam Scott G Christiaan Bezuidenhout G Joel Dahmen,,,
11092,5087429837,jim_money,0,167.09999,G Scottie Scheffler G Matt Fitzpatrick G Nicolai Hojgaard G Seamus Power G Andrew Putnam G Mark Hubbard,,,
11096,5087158925,dr00pd0g (141/150),0,167.05,G Scottie Scheffler G Maverick McNealy G Corey Conners G Matthew McCarty G Christiaan Bezuidenhout G Max Greyserman,,,
11096,5087405543,lpalko,0,167.04999,G Scottie Scheffler G Chris Gotterup G Brooks Koepka G Chris Kirk G Joe Highsmith G Taylor Moore,,,
11098,5087129094,T_revor (116/150),0,167,G Russell Henley G Chris Gotterup G Akshay Bhatia G Ben Griffin G Sahith Theegala G J.J. Spaun,,,
11098,5087472641,geeech (1/5),0,166.99998,G Scottie Scheffler G Tommy Fleetwood G Maverick McNealy G Lee Hodges G Danny Walker G Karl Vilips,,,
11100,5087353946,thebodyspill (66/120),0,166.95001,G Matt Fitzpatrick G Patrick Cantlay G Harris English G Daniel Berger G Kurt Kitayama G Matthew McCarty,,,
11100,5087355503,BoangTao33 (122/150),0,166.95001,G Scottie Scheffler G Harris English G Daniel Berger G Nicolas Echavarria G William Mouw G Joel Dahmen,,,
11100,5087482244,werewolvesoflondon (75/150),0,166.95001,G Rory McIlroy G Jake Knapp G Min Woo Lee G Rickie Fowler G Pierceson Coody G Matthew McCarty,,,
11100,5087074965,hicksy10 (8/10),0,166.95,G Scottie Scheffler G Sepp Straka G Davis Thompson G Wyndham Clark G Taylor Pendrith G Max Greyserman,,,
11100,5087304558,Gsluke (10/150),0,166.95,G Scottie Scheffler G Maverick McNealy G Ryan Gerard G Lucas Glover G Christiaan Bezuidenhout G Eric Cole,,,
11100,5087353954,thebodyspill (74/120),0,166.95,G Si Woo Kim G Matt Fitzpatrick G Robert MacIntyre G Daniel Berger G Christiaan Bezuidenhout G Hao-Tong Li,,,
11100,5087355422,BoangTao33 (41/150),0,166.95,G Scottie Scheffler G Akshay Bhatia G Rasmus Hojgaard G Tony Finau G Ricky Castillo G Sungjae Im,,,
11100,5087405651,atrain00 (27/50),0,166.95,G Scottie Scheffler G Patrick Cantlay G Harris English G Matthew McCarty G Eric Cole G Sungjae Im,,,
11100,5087464974,sacdaddy07 (30/150),0,166.95,G Scottie Scheffler G Robert MacIntyre G Ryan Gerard G Taylor Pendrith G Aldrich Potgieter G Chandler Phillips,,,
11100,5087474913,mgamble00 (28/40),0,166.95,G Scottie Scheffler G Daniel Berger G Jason Day G Kurt Kitayama G Sam Stevens G Matthieu Pavon,,,
11100,5087531656,BPelc76,0,166.95,G Tommy Fleetwood G Hideki Matsuyama G Rickie Fowler G Nicolai Hojgaard G Kurt Kitayama G Sahith Theegala,,,
11100,5087382782,109stairs (6/150),0,166.94998,G Scottie Scheffler G Jake Knapp G Max Homa G Lucas Glover G Matthew McCarty G Austin Smotherman,,,
11112,5087373013,Beatles60 (21/27),0,166.9,G Scottie Scheffler G Mark Hubbard G Zachary Bauchou G Sudarshan Yellamaraju G Danny Walker G Chad Ramey,,,
11113,5087129091,T_revor (113/150),0,166.75,G Si Woo Kim G Shane Lowry G Patrick Cantlay G Ben Griffin G Daniel Berger G Jason Day,,,
11113,5087408600,Olson.kj (46/99),0,166.75,G Tommy Fleetwood G Akshay Bhatia G Patrick Cantlay G Harris English G Christiaan Bezuidenhout G Sungjae Im,,,
11113,5087414061,LineDance,0,166.75,G Tommy Fleetwood G Akshay Bhatia G Rickie Fowler G Davis Thompson G Lucas Glover G Mac Meissner,,,
11116,5087111071,Young_Kevvv,0,166.7,G Russell Henley G Viktor Hovland G Akshay Bhatia G Nicolai Hojgaard G Sahith Theegala G Tom Hoge,,,
11117,5087416449,ChopoHustla,0,166.65,G Rory McIlroy G Akshay Bhatia G Jake Knapp G Nicolai Hojgaard G Sahith Theegala G Ricky Castillo,,,
11118,5087419471,grandpakeller,0,166.55002,G Si Woo Kim G Matt Fitzpatrick G Jake Knapp G Brooks Koepka G Christiaan Bezuidenhout G Max Greyserman,,,
11118,5087355102,skerries06 (4/4),0,166.55,G Scottie Scheffler G Maverick McNealy G Justin Thomas G Max Homa G Max Greyserman G Ricky Castillo,,,
11118,5087464973,sacdaddy07 (29/150),0,166.55,G Scottie Scheffler G Brooks Koepka G Harris English G Aldrich Potgieter G Gary Woodland G Vince Whaley,,,
11118,5087477476,craftylefty (29/40),0,166.54999,G Scottie Scheffler G Maverick McNealy G Rasmus Hojgaard G Tony Finau G Christiaan Bezuidenhout G Thorbjorn Olesen,,,
11122,5087482425,gqinxs (102/150),0,166.5,G Scottie Scheffler G Alex Noren G Michael Thorbjornsen G Lucas Glover G Max Greyserman G Mac Meissner,,,
11122,5087536775,griz78 (7/10),0,166.5,G Rory McIlroy G Chris Gotterup G Min Woo Lee G Kurt Kitayama G Sahith Theegala G Taylor Moore,,,
11122,5087431983,lsahr (15/100),0,166.49998,G Scottie Scheffler G Daniel Berger G Justin Thomas G J.J. Spaun G Davis Thompson G Mark Hubbard,,,
11125,5087234723,Chadg20 (30/100),0,166.4,G Scottie Scheffler G Patrick Cantlay G Maverick McNealy G Kristoffer Reitan G Ricky Castillo G Hao-Tong Li,,,
11125,5087363270,pitbully,0,166.4,G Rory McIlroy G Si Woo Kim G Wyndham Clark G Christiaan Bezuidenhout G Bud Cauley G Seamus Power,,,
11125,5087445159,beaker913 (62/150),0,166.4,G Rory McIlroy G Akshay Bhatia G Jake Knapp G Kurt Kitayama G Nicolas Echavarria G Marco Penge,,,
11125,5087449698,GradyBug2020,0,166.4,G Scottie Scheffler G Maverick McNealy G Sahith Theegala G Wyndham Clark G Bud Cauley G Ricky Castillo,,,
11129,5087415237,Skibasher (13/150),0,166.35,G Scottie Scheffler G Harry Hall G Denny McCarthy G Sam Stevens G Christiaan Bezuidenhout G Andrew Putnam,,,
11129,5087465063,sacdaddy07 (119/150),0,166.34999,G Scottie Scheffler G Brooks Koepka G Harris English G Tony Finau G Michael Brennan G Zecheng Dou,,,
11131,5087482184,werewolvesoflondon (15/150),0,166.3,G Tommy Fleetwood G Si Woo Kim G Russell Henley G Nicolai Hojgaard G Christiaan Bezuidenhout G Ricky Castillo,,,
11131,5087483166,bonedog84 (26/30),0,166.3,G Scottie Scheffler G Jason Day G Michael Thorbjornsen G Tony Finau G Christiaan Bezuidenhout G Max Greyserman,,,
11131,5087441380,FlutieFlakes84 (1/2),0,166.29999,G Scottie Scheffler G Tommy Fleetwood G Ryo Hisatsune G Ricky Castillo G Mackenzie Hughes G Mark Hubbard,,,
11134,5087424712,randers (127/150),0,166.25,G Si Woo Kim G Robert MacIntyre G Jake Knapp G Ben Griffin G Harris English G Nick Taylor,,,
11134,5087482836,honer4sho (6/11),0,166.25,G Hideki Matsuyama G Russell Henley G Viktor Hovland G Harris English G Nicolai Hojgaard G Garrick Higgo,,,
11134,5087344742,khp5050 (6/100),0,166.24998,G Scottie Scheffler G Sepp Straka G Aaron Rai G J.J. Spaun G Mac Meissner G Hao-Tong Li,,,
11137,5087231449,stash77 (1/2),0,166.20001,G Scottie Scheffler G Sepp Straka G Sahith Theegala G Matti Schmid G Christiaan Bezuidenhout G Patrick Rodgers,,,
11137,5087464071,mahaa507 (17/51),0,166.20001,G Scottie Scheffler G Sepp Straka G Maverick McNealy G Matthew McCarty G Christiaan Bezuidenhout G Ricky Castillo,,,
11137,5087475874,macataca (65/100),0,166.20001,G Scottie Scheffler G Akshay Bhatia G Nick Taylor G Matthew McCarty G Christiaan Bezuidenhout G Ricky Castillo,,,
11137,5087245310,jsf900 (27/150),0,166.2,G Scottie Scheffler G Sepp Straka G Daniel Berger G Matthew McCarty G Christiaan Bezuidenhout G Kristoffer Reitan,,,
11137,5087437629,TheCommish (126/150),0,166.2,G Scottie Scheffler G Sepp Straka G Daniel Berger G J.J. Spaun G Ricky Castillo G Hao-Tong Li,,,
11137,5087437953,OneDropKing (78/150),0,166.2,G Si Woo Kim G Viktor Hovland G Sepp Straka G Harris English G Kurt Kitayama G A.J. Ewart,,,
11137,5087389110,mackdaddyG23 (1/3),0,166.19998,G Scottie Scheffler G Akshay Bhatia G Sahith Theegala G Patrick Rodgers G Ricky Castillo G Taylor Moore,,,
11144,5087457239,Moatski (3/21),0,166.09999,G Scottie Scheffler G Daniel Berger G Adam Scott G Corey Conners G Max Greyserman G Ricky Castillo,,,
11145,5087264881,csurunnerccr (124/150),0,166.05,G Scottie Scheffler G Nicolai Hojgaard G Justin Thomas G Sam Stevens G Christiaan Bezuidenhout G Mac Meissner,,,
11145,5087424620,randers (35/150),0,166.05,G Scottie Scheffler G Adam Scott G Alex Noren G Pierceson Coody G Taylor Pendrith G Matthew McCarty,,,
11145,5087465022,sacdaddy07 (78/150),0,166.05,G Scottie Scheffler G Robert MacIntyre G Tony Finau G Taylor Pendrith G Kevin Yu G Vince Whaley,,,
11145,5087465050,sacdaddy07 (106/150),0,166.04999,G Tommy Fleetwood G Si Woo Kim G Russell Henley G Tony Finau G Aldrich Potgieter G Eric Cole,,,
11145,5087482470,gqinxs (147/150),0,166.04999,G Si Woo Kim G Russell Henley G Akshay Bhatia G Harris English G Lucas Glover G Michael Brennan,,,
11150,5087211885,kcweir1087 (5/42),0,166.00002,G Scottie Scheffler G Min Woo Lee G Nicolas Echavarria G Pierceson Coody G Nick Taylor G Joel Dahmen,,,
11150,5087162707,DGODM (1/2),0,166,G Scottie Scheffler G Shane Lowry G Matti Schmid G Jordan L. Smith G Mac Meissner G Stephan Jaeger,,,
11150,5087353885,thebodyspill (5/120),0,166,G Russell Henley G Matt Fitzpatrick G Akshay Bhatia G Daniel Berger G Lucas Glover G Christiaan Bezuidenhout,,,
